,product_id,date_posted,review_title,review_text
0,74978,2024-06-05,Probably the best sleep aid ever.,This works amazing!  I found it works best taking it an hour or two before bed.  I've tried numerous natural products and nothing compares to this.  
1,74978,2024-06-06,Nice night caps,"Nice night caps. Interesting ingredients, should be beneficial for health"
2,74978,2024-05-28,很好！,"Dietary fiber supplement, supplement the body needs nutrients，Promote calcium absorption"
3,74978,2024-05-02,relax,no more stress before bed. calm nights. it is balanced . no smell . at least comfort in bed
4,74978,2023-11-21,very relaxing,Does the trick.....puts one in relaxed state with no side effects as far as I can tell. 
5,74978,2024-05-24,Sleep problems,I have been taking these for about a month along with others in the stack and think they are probably helping with my insomnia.
6,74978,2022-11-25,,High quality ingredients.  And they work great!  Husband works graveyard shift and these help him sleep during the day.  
7,74978,2022-11-03,,"Good product for prostate issues and troubled sleep. Taste is bitter, good for health"
8,74978,2022-03-13,,very effective on helping to fall in a sleep and staying in a sleep for long
9,74978,2018-04-08,It Works,I have bought this product multiple times already. Must say it works most of the time! 
10,74978,2022-08-27,,"Good quality and size, I like it "
11,74978,2022-01-25,Didn't help me sleep,"I didn't find this helped me sleep, but might work for you."
12,74978,2021-06-27,Awesome product,"Awesome product no more feeling bad in the morning.  Helps feel like you had a great nights sleep without tossing, turning or interuptions."
13,74978,2021-01-25,,"I tried the full bottle, but did not notice any improvements in sleep."
14,74978,2021-09-07,Sleeping ,Been a game changer for sleeping 
15,74978,2021-05-31,,Works great!!! 
16,74978,2018-05-24,Useless,Useless
17,74978,2024-09-12,For relaxation when you feel tense,"I have had SIBO and irritable bowel syndrome for many years, and the main reason is that I am nervous and sensitive to stress, but I am not the type of person who can actively relieve stress, so I try to slowly improve the quality of my relaxation. I also take melatonin supplements to help me sleep, but I feel that taking them regularly is not good, so I am careful not to let my body get used to them by replacing them with other herbal ingredients like this one."
18,74978,2024-05-06,I recommend ,"The quality is one of the best on the market, the ingredients did not raise any questions, the size of the product is convenient for storage, the packaging is high-quality, everything arrived intact, I did not notice any defects, the advantage, of course, is the price for such a product"
19,74978,2024-07-21,When you want to relax a bit,"I use this when I want to relax and ""if only I could fall asleep a little easier."" I sometimes feel a bit sluggish the next morning when I drink something with a high kava content, but this makes me feel refreshed when I wake up."
20,74978,2023-10-23,good,"My client’s request, may God make her happy and provide her with His abundant bounty, Lord of the worlds, and bless us and you"
21,74978,2024-06-09,,I have been eating it for a while and I feel it is effective. I will continue to buy it.
22,74978,2022-02-14,Improve sleep quality! I'm repeating!,"As an effect, Valerian → pain relief, sleep assistance blue sky cap → relaxation, panic relief → Anti-anxiety, improvement of sleep quality I used to take various sleep supplements in the past, but now I am supplementing them all with this one. Since the grains are not small, it may be difficult to get used to drinking, but considering that this supplement is enough, I think it is very good! Also, if you have troubles at work, etc. and are attacked by strong anxiety, you can calm down by taking this supplement, and you can relax and face the things in front of you. increase. In addition, taking this medicine makes it easier to fall asleep, and improving the quality of sleep improves the physical and mental condition and eventually solves the problem, so I cannot let go of it as a supporter of my own growth. I highly recommend it!"
23,74978,2022-07-26,Contains kava!,"Many people are wary of taking kava because of its toxic effects on the liver. And it turned out that kava is really toxic, but firstly if it is not properly processed, and secondly if it is a slightly different kind of kava. But in any case, in order to minimize the risk, it is better not to take if: a) severe liver problems b) for a long time d) together with alcohol. And in all other respects, this is an excellent tool that helps not only with sleep, but also with anxiety. I tried to study all the information that I considered important, so if it turned out to be useful for you, put your finger up!"
24,74978,2022-01-17,,"Bought it for my man, it really helps him sleep I don't know how long we can be together I don't know if he will remember me well in the long, long time"
25,74978,2022-08-16,Excellent!,"An excellent preparation, this mineral is very important to maintain to support the nervous system, especially in combination with calcium. The quality is excellent. The size of the tablets is small. Glass packaging. The benefits are noticeable immediately. I recommend the supplement. The dosage is excellent, the best form of magnesium. The taste is neutral. I will definitely take more, I recommend, a very useful thing. The volume is large, enough for a very long time. Health is important! Immunity requires"
26,74978,2020-01-08,Very good,"Acts after half an hour as a Clock. If you over-drink coffee or are overexcited, you need to take 2 more capsules and then the angry bull will fall down) when you wake up, your head is clear, even if you have slept for a couple of hours."
27,74978,2017-11-12,Clinical Observation of Night Capsule,"Good product quality. But I am insomnia is very serious, has been serving the fourth bottle, each serving two tablets 2-3 times a day, there is no significant effect, still continue to take, do not know how many bottles to see if effective?"
28,74978,2022-04-20,,I really liked the product! I'm sleeping better and feeling more peaceful during the day.
29,74978,2019-01-29,Effective,"It improves sleep quality, helps to sleep and not wake up in the middle of the night."
30,74978,2022-06-12,,"puts to sleep well, the effect is sufficient."
31,74978,2022-06-04,,"a good composition, natural and healthy"
32,74978,2022-06-04,,What I liked is that it helps tricks and does not help sleep
33,74978,2021-08-11,,"There is no significant effect, it may take time to observe"
34,74978,2022-04-21,Excellent!,Prominent
35,74978,2022-02-20,,Tried it good
36,74978,2021-06-08,,"I've been eating it regularly, but I don't know the effect of sleeping more comfortably, so I don't think I'll buy it again."
37,74978,2021-03-05,,"Very good, come again next time"
38,74978,2020-11-28,,really help super super rr
39,74978,2017-11-22,All Healthy,Everything's great
40,74978,2021-06-24,,improve sleeping
41,74978,2021-06-02,,not bad
42,74978,2021-01-16,,"Cool, I liked it"
43,74978,2021-02-10,,good
44,74978,2021-06-08,Below average,Stinks
