,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,80498,2024-10-06,Natural White Tea & Peach,"For the quality of ingredients and the refreshing taste, this Natural White Tea & Peach is reasonably priced. Since adding the Natural White Tea & Peach, Sugar Free to my routine, I’ve noticed an overall improvement in how I feel. I have more energy and a better sense of well-being, which I attribute to both the hydration and antioxidant benefits.","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.9596}",0.9596,pos
1,1,80498,2024-09-04,,"These melatonin gummies are a tasty and convenient way to support better sleep. The natural white tea and peach flavor is pleasant and makes taking them enjoyable. I’ve found them effective for helping to regulate my sleep schedule without any lingering aftertaste. The sugar-free formula is a nice touch for those watching their sugar intake. The gummies are easy to take and the quality feels reliable. Overall, they’re a practical and enjoyable choice for improving sleep and relaxation.
","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.9854}",0.9854,pos
2,2,80498,2024-06-22,This melatonin is the best on the market for me,"I have tried numerous brands (both on iHerb and outside), and I can confirm that this is the best melatonin for me. It has the right dosage, the taste is very pleasant (not too sweet like others can be), and (what's most important to me) it has a very pleasant gummy consistency that is both enjoyable to chew and nice to dissolve in the mouth. My highest recommendations.","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.9741}",0.9741,pos
3,3,80498,2024-01-27,Love this melatonin (and other gummies of this brand),"I bought it once absolutely occasionally (my regular melatonin was out of stock) and since that time buying only this one. It it's the best gummy consistence and taste among many melatonin products I tried. It has handy dosage, small size, fantastic quality! The only disadvantage that I can note is sometimes it's out of stock.","{'neg': 0.046, 'neu': 0.821, 'pos': 0.133, 'compound': 0.7424}",0.7424,pos
4,4,80498,2023-12-25,A classic and convenient form of melatonin,"I've been taking this supplement for year's, it's a pretty powerful one, much stronger than just taking the same amount of melatonin which proof that their composition works. One gum (1,5mg) once in a while is nice to have, more will mess will your next day tasks.","{'neg': 0.051, 'neu': 0.738, 'pos': 0.21, 'compound': 0.8235}",0.8235,pos
5,5,80498,2023-12-14,"Great benefit, taste, and quality","Fantastic for aged 55+ to help with staying asleep, maintaining sleep wake cycle and reducing use of sleeping tablets to fall asleep faster at bedtime. not addictive, non drowsy in the morning and naturally metabolised. Will aid shift workers and people crossing timelines too! convenient packaging and capsule size, large quantity will last longer.","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.7644}",0.7644,pos
6,6,80498,2024-02-02,melatonin gummies,I have used this  form of gummies in the past and liked it as it doesn't contain sugar. It is  pleasant to taste and I like the ingredients it contains as they seem to be quite natural.  Just have to be careful to see when they can be shipped as they only have certain months to do so.,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.92}",0.92,pos
7,7,80498,2023-11-06,It helps to relax me,"This Vitafusion formula is great for people like me with diabetes type 2, but it doesn't really keep me asleep.  For some reason, I still wake up in the middle of the night needing a further supplement.  I give it 4 stars for texture and flavor, but the quality needs to boost my sleep.  All the ingredients are there, for most people.  For me, it needs something more.","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.7814}",0.7814,pos
8,8,80498,2024-09-29,,"Loviing it!
Incredible quality.
The ingredients are excellent.
The size and package are great.
The dosage is just right.
It tastes very pleasant.
It has benefited my sleeping schedule tremendously.
I even feel like my sleeping quality is better.","{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.9542}",0.9542,pos
9,9,80498,2024-08-13,Прекрасно!,"Thank you very much for this product, it suited me, I like the packaging, comfortable and stylish, I will order more of these products, and recommend them to all my friends and relatives! good!!
","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9491}",0.9491,pos
