,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,1236,2024-06-30,,"Thank you very much for this product, it suited me, I like the packaging, comfortable and stylish, I will order more of these products, and recommend them to all my friends and relatives! good!!","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9491}",0.9491,pos
1,1,1236,2024-06-27,Good,I don’t take these often but when I do it’s when I’m under severe stress and they are really effective!! I don’t usually like blends but source naturals does a great job,"{'neg': 0.161, 'neu': 0.521, 'pos': 0.319, 'compound': 0.8391}",0.8391,pos
2,2,1236,2023-12-06,,"Thank you very much for this product, it suited me, I like the packaging, comfortable and stylish, I will order more of these products, and recommend them to all my friends and relatives! good!!
","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9491}",0.9491,pos
3,3,1236,2023-12-11,,It’s working great. I feel energized and less irritated. But I keep buying other vitamins just because the size of pill is too big for me,"{'neg': 0.067, 'neu': 0.762, 'pos': 0.171, 'compound': 0.4304}",0.4304,pos
4,4,1236,2024-05-11,Really good for stress,I've noticed since using this my stress levels are down and the day ahead seems easier to handle. Thanks! ,"{'neg': 0.113, 'neu': 0.645, 'pos': 0.242, 'compound': 0.4926}",0.4926,pos
5,5,1236,2024-04-13,,"good quality, it has good ingredients, it has good effects ","{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.8271}",0.8271,pos
6,6,1236,2024-01-28,Helpful with essential tremors,does help with essential tremors a bit..slows hand tremors a bit,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.7096}",0.7096,pos
7,7,1236,2024-01-19,,This product helps with my overall health and it helps with a better night sleep when taken at night.,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7964}",0.7964,pos
8,8,1236,2023-01-16,,"Out of many others, we have chosen this one.
 High quality ingredients.  Good price.  The size is perfect.
 Delivery is always fast and the packaging is good.
 The effect is impressive.
 Will use and continue to buy.","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.9153}",0.9153,pos
9,9,1236,2023-06-23,,"This product helped my nervous system & metabolism. It seems to be good quality. I didn’t like it as well as another brand I usually purchase, but it’s good.","{'neg': 0.049, 'neu': 0.664, 'pos': 0.288, 'compound': 0.7615}",0.7615,pos
10,10,1236,2023-09-01,,"helps restore nutrient levels during times of stress, bringing the body back to balance.","{'neg': 0.151, 'neu': 0.591, 'pos': 0.258, 'compound': 0.25}",0.25,pos
11,11,1236,2023-07-27,,I love this product it helps be focus and wakes my brain upbwhich helps with my high demand job in finance. ,"{'neg': 0.056, 'neu': 0.595, 'pos': 0.349, 'compound': 0.836}",0.836,pos
12,12,1236,2024-07-02,awww,I couldn't find any benefit in taking this. I wont order again. ,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.357}",-0.357,neg
13,13,1236,2023-08-03,,"Taking this Hi-Stress B&C supplement from Source Naturals, a company I trust, helps my overall daily stress level even out.  ","{'neg': 0.118, 'neu': 0.633, 'pos': 0.249, 'compound': 0.4767}",0.4767,pos
14,14,1236,2022-08-02,,"it's great. so pity that always out of stock.
","{'neg': 0.205, 'neu': 0.501, 'pos': 0.294, 'compound': 0.3035}",0.3035,pos
15,15,1236,2020-02-27,Very Great Product ,"These vitamins are great! I can cut them in half to take during the day to help me relax. Early evening I can take a whole one and it helps me to sleep through the night. I have shared this product with three other people.  I know two are taking them and I have not yet heard from the third person, as I recently shared information about them with her.
Har","{'neg': 0.027, 'neu': 0.745, 'pos': 0.227, 'compound': 0.9359}",0.9359,pos
16,16,1236,2019-11-08,Shared with my sister's family and both of us feel works well,"Have one every night within a week, sleep good. Shared to my younger sister who's full of stress, she said she can finally has a good sleep. My younger sister's husband tried it too and he said the pain from the shoulder gone. I think it's the emotions and stressful caused him pain so he said it's good to him too.","{'neg': 0.172, 'neu': 0.678, 'pos': 0.15, 'compound': -0.3818}",-0.3818,neg
17,17,1236,2019-08-30,LIFESAVER,I didn’t realize I was depleted from b vitamins but a friend told me to try b vitamins for my anxiety/stress issues so I ordered this and took 3-4 tablets - immediately I felt both energized and relaxed at the same time! It was like my body jumped out of joy! My body soooo needed this! I feel great again! Not stressed and no anxiety! This is just the first DAY on these.. so imagine how happy my body will be getting these tablets every day now! WHOOO THANK YOU IHERB! ,"{'neg': 0.018, 'neu': 0.612, 'pos': 0.371, 'compound': 0.9927}",0.9927,pos
18,18,1236,2010-11-09,it's about time,"I have tried every thing for stress. From Sam -e  to l  - Tryptophan to HTP. This stuff work. I had to take 4 to start with, and know I take 2 at a time. I wish it came in a capsule because the pill are so big. O well , I will keep taking them just cause it really works for me. Thanks again iherb.","{'neg': 0.047, 'neu': 0.82, 'pos': 0.133, 'compound': 0.6344}",0.6344,pos
