,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,117658,2024-08-31,Cooling,"Highly recommended!
It is a great quality product. It works as intended. I will get more soon! Thank you so much for this. It was made of high-quality ingredients. Plus, the packaging and sizes were perfect. Overall, it is of good quality. I love the smell and the look of it. I'm looking forward to purchasing another one!
","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9668}",0.9668,pos
1,1,117658,2024-07-09,For Relaxation,I bought it because of the reviews.  I take it in a little water and I do not have problem with the taste.  I don't take it every day. I have other Swanson supplements and am happy with the quality of this product too.  I like that it is alcohol free too. ,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.8947}",0.8947,pos
2,2,117658,2024-06-20,Good quality!,"Thank you, iHerb and Swanson, for consistently delivering top-notch quality with your meticulously selected ingredients that genuinely support health benefits. Your commitment to transparency and effectiveness shines through in every product. From taste and dosage to size, Swanson ensures high standards that instill confidence in every health-conscious consumer.","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.9136}",0.9136,pos
3,3,117658,2024-04-03,,"First time trying Passion Flower.  I read it was good for sleep and it did help me get restful sleep, at times immediate, other times it took a while to fall asleep.  I didn't take it as recommended, I would take the dose in the evening when I was ready for bed.","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.9246}",0.9246,pos
4,4,117658,2024-01-30,Passionflower Extract,"I like this passionflower extract because it improves nervous energy and reduces stress. I take it in a little bit of water. The taste is vaguely herbal but not unpleasant. It is extracted in glycerin, which is more pleasant than if it were in alcohol. I benefit the most from it when i have it before bed. Swanson's products are good quality, I am totally satisfied.","{'neg': 0.044, 'neu': 0.62, 'pos': 0.336, 'compound': 0.9723}",0.9723,pos
5,5,117658,2023-12-07,Чудово!,"Passion flower is an age-old herb that's recently been ""rediscovered"" as an aid for reducing nervous energy. While scientists continue to investigate the components within the herb that are responsible for its unique benefits, we're pleased to offer this high-quality liquid herbal extract featuring the power of passion flower to help gently take the edge off your stressful days.","{'neg': 0.071, 'neu': 0.645, 'pos': 0.284, 'compound': 0.9349}",0.9349,pos
6,6,117658,2024-08-23,Good product. ,"I tried buying this for a body spray I was making that called for passionflower extract. This was the only thing even close that I could find. Well it definitely didn’t work for that. lol. My bad. I do put half a dropper in my drink almost everyday. Seems like it is calming. And mixed in a drink, you don’t even really taste it so that’s good. ","{'neg': 0.048, 'neu': 0.717, 'pos': 0.235, 'compound': 0.8889}",0.8889,pos
7,7,117658,2024-06-25,Прекрасно!,I use it as a stress relief. I liked the taste of the extract. The quality is good. The size of the bottle is enough for more than one month.,"{'neg': 0.081, 'neu': 0.665, 'pos': 0.254, 'compound': 0.7184}",0.7184,pos
8,8,117658,2024-05-02,Enjoy! ,I do enjoy this. It has a sort of prunelike taste but caused a fairly relaxed feeling. No weird aftertaste or stomach problems. I feel it benefits my ability to relax. The dosage is one pinch. A good size! ,"{'neg': 0.153, 'neu': 0.437, 'pos': 0.41, 'compound': 0.9336}",0.9336,pos
9,9,117658,2024-04-27,Great,I have hard a hard time sleeping because of chronic pain in my legs and knees.  This produt helped me alot and sleep so much btetter with less pain.,"{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.8126}",-0.8126,neg
