,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,81233,2024-09-28,Really works!,"Finally found a a natural that actually helps in getting a goodnight's sleep! Having used it few times, my sleep is normalized. So don't use this anymore and I realized it is not addictive! So really a five star product!","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7163}",0.7163,pos
1,1,81233,2024-01-21,,"This has been my saving grace for those nights when my mind is way too active.  This is pretty powerful I won’t deny, but does the trick!","{'neg': 0.097, 'neu': 0.644, 'pos': 0.259, 'compound': 0.6177}",0.6177,pos
2,2,81233,2024-08-11,perfect blend,"A synergistic blend of premium-quality components and visually appealing, high-end packaging.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3,3,81233,2024-06-19,,"Good help for healthy sleeping! Enough dosage for easy and fast falling asleep, but a bit heavy to wake up in the morning ","{'neg': 0.05, 'neu': 0.649, 'pos': 0.301, 'compound': 0.68}",0.68,pos
4,4,81233,2023-02-24,efficency is good - smell ist disgusting,"I fight myself through the whole pot and then try some other brand with a better flavor/smell as this is hard to accept - I even have to wash my hands after taking a pill so now I put them on a big spoon, dip the spoon with the pills in yoghurt and swallow the whole spoon content with some milk.... :-).
I will rebuy this product if other brands proof to be less helpful for sleeping through.
it would be interesting to know which ingredient makes this product such a bad tasting experience.","{'neg': 0.078, 'neu': 0.811, 'pos': 0.111, 'compound': 0.4951}",0.4951,pos
5,5,81233,2023-08-02,Excellent sleep aid,"Lovely and gentle sleep help, both for falling asleep and staying asleep, and falling back to sleep if a wake up does happen. Love this supplement!","{'neg': 0.089, 'neu': 0.526, 'pos': 0.385, 'compound': 0.9134}",0.9134,pos
6,6,81233,2023-05-08,,"I had a problem with insomnia for years. For years I have been looking for something that will help me. I spent both time and money and finally found a product that helps me a lot.

Driftoff is great! I definitely recommend it!","{'neg': 0.056, 'neu': 0.627, 'pos': 0.317, 'compound': 0.9097}",0.9097,pos
7,7,81233,2024-09-26,,good supplement would recommend good supplement would recommend good supplement would recommend good supplement would recommend,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.9618}",0.9618,pos
8,8,81233,2023-06-25,Excellent! For Ibs diarrhoea ,Anxiety.using for ibs diarrhoea. Recommended. Loose motions will decrease which is due to anxiety and fear.,"{'neg': 0.343, 'neu': 0.571, 'pos': 0.086, 'compound': -0.6597}",-0.6597,neg
9,9,81233,2022-07-31,,"I've tried OLLY and a few other brands on Amazon (from smaller sellers, eventhough they have tons of sales/reviews.).  I would say that the BRAND Matters.  ZHOU as I've researched is a sub-brand from Solaray, a large company, and I was really surprised that even at 2mg Melatonin, that it works!  Some of the Amazon brands with higher dosage of even more ingredients don't work well, but ZHOU does work, as does OLLY.  After trying many formulas, I've arrived at just using ZHOU or OLLY, and I switch it up every week because I feel that your body gets accustomed to one formula and loses it's effectiveness after awhile.","{'neg': 0.041, 'neu': 0.906, 'pos': 0.053, 'compound': -0.3188}",-0.3188,neg
