,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,124252,2024-02-03,Nice homeopathic for sleep aid,Boiron is a terrific quality homeopathic brand. This homeopathic blend of ingredients has several different ones combined to be more effective. The size of the pellets is quite small. About 4-5 under the tongue is the recommended dosage. They taste slightly sweet. Helps with occasional sleeplessness and insomnia. Shouldn’t be used long term but great for short term!,"{'neg': 0.027, 'neu': 0.747, 'pos': 0.226, 'compound': 0.9063}",0.9063,pos
1,1,124252,2024-07-09,Perfect fractured sleep remedy!,"This homeopathic remedy has been tremendous in helping me to fall asleep at night, then also to fall asleep again after waking to use the restroom.  No more restlessness in the middle of the night! No more need to hold back from drinking any water in the evening! I highly recommend it!","{'neg': 0.132, 'neu': 0.783, 'pos': 0.085, 'compound': -0.4168}",-0.4168,neg
2,2,124252,2024-06-06,It’s my Go To sleep help!,"I count on these at home and when traveling. They always work, while others work some of the time. And there’s no grogginess, no interference with other meds because they are homeopathic. There is no taste. And I can take them in the middle of the night if needed and they don’t make me sluggish when I get up. I don’t leave home without them.","{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.8176}",-0.8176,neg
3,3,124252,2024-04-12,Portable and convenient and works,"We bought this for our 4 year old son who was waking frequently. We administered one pellet at bedtime. It did not work the first couple nights. Sometimes homeopathy must be used for consecutive days before a situation is resolved. We continued to give it to him at bedtime, and he did start to sleep through the night after about a week.

I very much appreciate having a homeopathic remedy that I trust. Melatonin has many side effects, especially for kids, and I wanted a safer alternative.","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.8683}",0.8683,pos
4,4,124252,2024-01-15,no more melatonin !,"I used to take a lot of melatonin, thinking it was a natural supplement that is safe to use. I found out it isn't the best choice and switched. I don't take something every night, but for when my mind doesn't seem to want to quiet down, this is a great option. (You can also try passionflower or bach flowers.) I like how convenient and easy this is to use, plus the taste is sweet. It dissolves very quickly too. ","{'neg': 0.039, 'neu': 0.716, 'pos': 0.245, 'compound': 0.9606}",0.9606,pos
5,5,124252,2024-09-26,Excellent calming before sleep.,I suffer with anxiety and these make it easier to fall asleep. The taste is nice and easy to take. Small dosage on nights I need it. Benefits help me sleep better a So my quality of sleep has improved . Very small in size and dissolves easily in mouth. Ingredients are natural. ,"{'neg': 0.077, 'neu': 0.56, 'pos': 0.364, 'compound': 0.9552}",0.9552,pos
6,6,124252,2023-12-25,It works!,"Some of the sleep remedies work well, some not at all, but this one consistently helps get me into a deep state of sleep on those nights my mind won't shut off. I sleep like a rock. Not sure if it would have this effect on everyone but it works for me.","{'neg': 0.044, 'neu': 0.809, 'pos': 0.147, 'compound': 0.6963}",0.6963,pos
7,7,124252,2023-11-16,Complete relaxation!,"These pallets are amazing! After they dissolve in my mouth, I feel calmer, relaxed, and ready to sleep. I love the quality, they contain natural ingredients, the size is perfect for the go and the taste is pleasant. If you only want to relax, you can do a dosage of 3 pallets. My anxiety has improved. It'll definitely benefit you if have feel stressed or anxious regularly. ","{'neg': 0.066, 'neu': 0.51, 'pos': 0.423, 'compound': 0.986}",0.986,pos
8,8,124252,2024-01-18,Jet let,I am still taking this product after coming back from Japan. For me it takes time to adjust to local time and this little pellets are big help. Highly recommended instead of any other strong medicine.,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.796}",0.796,pos
9,9,124252,2024-08-06,Home run from Boiron again,Boiron is my favorite homeopathic brand. Great price and easy to take doses. I can tell when we don’t remember to take this sleep aid. It doesn’t make you sleepy but helps calm your mind. A+ in my book. ,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.8968}",0.8968,pos
