,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,120250,2024-05-30,Works for me.,"Very nice product. Good ingredients.  Convenient size and taste really good. The small issue is that they tend to stick together so I keep bottle upside down to get them out.
I do not follow suggested dosage, and only take 2, sometimes 4 gummies a day. Enough to get me through stress of everyday life.","{'neg': 0.047, 'neu': 0.793, 'pos': 0.159, 'compound': 0.7684}",0.7684,pos
1,1,120250,2024-05-16,Stress relief,"This is my first time trying these, and so far I love them. The recommended dose of 3 seem to work well for me to help me relax for sleeping , as well as throughout the day if needed. They taste a bit different than you’d expect a gummy to taste, and a softer texture too, but still enjoyable. I’ll be ordering again!
","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.9038}",0.9038,pos
2,2,120250,2024-10-11,I feel it is working ,"I'm feeling very calm, and it tastes delicious. It's a beneficial match.
, good quality as well, received them in a good condition.Dosage & serving size : 3 gummies, ingredient passionflower , GABA, saffron Vitamin D","{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.9589}",0.9589,pos
3,3,120250,2024-03-21,Works! I'm a repeat buyer,"For me, this stuff really works. When I'm feeling physical anxiety, jittery, or anticipate I will, I take these and they take the edge off. They don't make me sleepy or groggy, just dial down the anxiety so it's easier to live life. ","{'neg': 0.076, 'neu': 0.823, 'pos': 0.102, 'compound': 0.2911}",0.2911,pos
4,4,120250,2024-08-11,Helps a bit ,"Helps with mood problems. But it’s not very strong. So maybe to see an effect you need to take it every day. 
Good quality ingredients, a bit pricey for the size, tastes ok.","{'neg': 0.139, 'neu': 0.656, 'pos': 0.205, 'compound': 0.4062}",0.4062,pos
5,5,120250,2023-11-03,Good taste,I like that it contains a low amount of GABA,"{'neg': 0.198, 'neu': 0.566, 'pos': 0.236, 'compound': 0.1027}",0.1027,pos
6,6,120250,2024-06-03,Not sure they do much ,I hate public speaking and got these because I had a few presentations coming up and hoped they would help calm me down so I could present… I tried them a few times before the actual presentation and I don’t feel like they did very much..,"{'neg': 0.077, 'neu': 0.711, 'pos': 0.211, 'compound': 0.6597}",0.6597,pos
7,7,120250,2023-11-01,OK,"The gummy candies stick to each other in the jar, which is a bit of a hygiene concern. The taste is okay and it contains nutrients such as GABA. I would like them to be in a lightproof packaging. Also, the lid is a bit hard to open.","{'neg': 0.031, 'neu': 0.873, 'pos': 0.096, 'compound': 0.4588}",0.4588,pos
8,8,120250,2024-10-06,Tastes good,"Smells and tastes great, bought for my dad I hope it helps with his mood. ","{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.8625}",0.8625,pos
9,9,120250,2024-09-15,Like it,"Great taste, ingredients are safe and good for all ages. Love the packaging as well. Will buy it again. ","{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.9451}",0.9451,pos
