,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,116490,2024-04-02,Helps,"The variety of ingredients seem to be of good quality. Once you get past the smell which is sort of like rotting fish, these large pills take anywhere from 30 min. to 1 hr. to gently induce a mild sleepiness. 1 pill will keep me under for about 4 hrs. then I have to take another one and I was hoping for a somewhat greater effectiveness to really make me drowsy, so for me they're just average. Have to say that I don't wake up feeling groggy, so they're good also in that respect. Will continue to use them as perhaps it takes my body time to adjust after using sublingual melatonin by itself for many years but will keep the sublingual melatonin on the back burner.
UPDATE--My body has adjusted to ""Luna"". Taken about 1/2 hr. prior to hopeful sleep, fall into a good sound sleep until the bladder says 'wake up'! Luna does help and will reorder. Should mention that I do follow up the 1 Luna softgel with a 1 mg. sublingual melatonin, all of which has been providing some much-needed restful sleep.","{'neg': 0.006, 'neu': 0.845, 'pos': 0.149, 'compound': 0.9757}",0.9757,pos
1,1,116490,2023-11-09,The Best By Far,"I’m a very light sleeper. And believe me, I’ve tried everything before. These pills are the only ones that help me sleep without waking up in the middle of the night. They are a bit smelly but I don’t care since they work like a charm. High quality, natural ingredients, neutral taste.","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.9451}",0.9451,pos
2,2,116490,2024-04-01,effective dosage for restful night!,busy schedules reduces sleep quality but luna was able to restore my restful nights! the size of the packaging was neat and small fits into travel size baggage!,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.8918}",0.8918,pos
3,3,116490,2023-12-08,,Good quality supplement. It helps me sleep faster and stay asleep longer. The size of the pill is easy to swallow and I can feel the benefits after the first week of use.,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.875}",0.875,pos
4,4,116490,2023-10-23,Really helps !!,"Fast delivery.
I tried many other sleep aids before . This is the Best sleeping aids . Easy fall asleep. Can sleep the whole night. Not drowsy after waking up.","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.7964}",0.7964,pos
5,5,116490,2024-09-15,Tastes like grass,I prefer not to take these as they are difficult to swallow and have a weird taste. Can’t tell if they really help me sleep so it’s not worth taking due to the unpleasant taste. ,"{'neg': 0.229, 'neu': 0.696, 'pos': 0.074, 'compound': -0.6413}",-0.6413,neg
6,6,116490,2023-09-02,First time to try,This is the first time to try this product but the ingredients seem to be well sourced and the benefits suits the taste with high quality ingredients and appropriate daily dosage and quality. I like this product a lot and it comes in a good size that lasts a while.,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9209}",0.9209,pos
7,7,116490,2024-05-15,Sleep,"I use luna sleep 30 min before bed 

Ingredient and benefit is good for me when i get up ","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.7096}",0.7096,pos
8,8,116490,2023-11-29,Super ,Another great quality product with wonderful ingredients that became unavailable in my region — probably due to some stupid Dutch or European regulations 🙄😕,"{'neg': 0.109, 'neu': 0.641, 'pos': 0.25, 'compound': 0.6597}",0.6597,pos
9,9,116490,2023-07-10,,this item does not have histamines. I checked with Dr to be sure ingredients were appropriate with his other meds. this gives him a gentle nudge to start sleep process easy to swallow too,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.7964}",0.7964,pos
