,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,5222,2024-10-10,"Passionflower Aerial Parts, Fluid Extract","This fluid extract is typically made from high-quality passionflower, ensuring that you receive the beneficial compounds associated with the plant, such as flavonoids and alkaloids. The extraction process usually preserves the potency of these active ingredients. The dropper bottle design allows for precise measurement, ensuring you can adjust your dosage according to your needs.","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.8442}",0.8442,pos
1,1,5222,2024-09-16,,"Nature's Answer Passionflower Aerial Parts Fluid Extract offers a calming, alcohol-free solution that I find effective for reducing stress and promoting relaxation. The 2,000 mg dosage in a 1 fl oz bottle provides a concentrated and potent extract that's easy to incorporate into my routine. I appreciate the alcohol-free formula, which makes it a gentler option for those who prefer or need to avoid alcohol. Overall, it's a valuable addition to my wellness regimen for its soothing benefits and high-quality formulation.






","{'neg': 0.051, 'neu': 0.597, 'pos': 0.352, 'compound': 0.9781}",0.9781,pos
2,2,5222,2024-09-06,Helpful before bed,"I love this brand for their quality ingredients and a good size product. I find them good value for money. I’ll give this to the kids before bedtime to calm them and I find that they drift off to sleep much easier. The dosage is easy to follow and the taste is quite palatable, especially mixed with a bit of juice. it is quick to notice the benefits. ","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.9747}",0.9747,pos
3,3,5222,2024-08-08,,"The passionflower drops have a gentle yet effective formula that helps soothe my mind and body. I've been using it during stressful days and before bedtime, and it consistently helps me relax and unwind. The natural ingredients provide a sense of calm without any grogginess or side effects. It has become an essential part of my wellness routine. ","{'neg': 0.045, 'neu': 0.609, 'pos': 0.346, 'compound': 0.9601}",0.9601,pos
4,4,5222,2024-07-05,For sleep issues,"Extremely good quality, helps me sleep well after my surgery the size of bottle lasts for a month the dosage  I use 3 drops under my tounge the taste is bitter however its benefits are great. The ingredients works very well with me. I use it also with five flower formula. It is Highly recommended. ","{'neg': 0.043, 'neu': 0.663, 'pos': 0.294, 'compound': 0.9354}",0.9354,pos
5,5,5222,2024-06-04,Great Quality,"Taste is okay, ingredient’s are pretty true to package, size is about right. Using it for brain and bodybuilding/muscle building, benefits are immaculate for dieting as well. Composition and recipe is true to label. Serving size is 5g per serve for me, frequent daily usage. Gives some energy for training. Great Quality.","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9618}",0.9618,pos
6,6,5222,2024-04-01,One of the best sleep aids out there,"Passionflower is great for helping you get to sleep, but not all passionflower extracts are made the same. I've tried tea, powder, tinctures etc.. and found this Nature's Answer's extract to be one of the most effective for inducing sleep. I usually take 3 dropperfuls along with a number of herbs, but this is an essential one.","{'neg': 0.022, 'neu': 0.791, 'pos': 0.187, 'compound': 0.8404}",0.8404,pos
7,7,5222,2024-03-08,Lulls you to sleep,"Good quality passionflower extract that benefits restful sleep. Dosage is easy to get right because of the dropper application (about 70 drops/serving). It is in a travel-friendly sized bottle and does not have a strong taste. I mix it with cherry juice and magnesium as a sleepytime elixir, and it definitely lulls me to sleep in a gentle, non-addictive way.","{'neg': 0.04, 'neu': 0.696, 'pos': 0.264, 'compound': 0.9201}",0.9201,pos
8,8,5222,2024-02-10,Useful,The quality and size are great. The ingredients and dosage are appropriate. The taste is fine. It benefits my mood. I have liked using the product for stress and overall health. I will buy this product again in the future. It was recommended by my naturopathic doctor. This is a brand I trust. ,"{'neg': 0.046, 'neu': 0.686, 'pos': 0.268, 'compound': 0.9118}",0.9118,pos
9,9,5222,2024-01-24,Promotes Relaxation,My child and I have a challenging time falling asleep. We decided to add this to our nightly chamomile regiment and it helps reduce the amount of time before sleep arrives. I love that it is glycerine based and because of this it is mild in flavor. I have reordered it and have it stocked at all times. ,"{'neg': 0.027, 'neu': 0.833, 'pos': 0.14, 'compound': 0.7783}",0.7783,pos
10,10,5222,2024-01-09,Easily mixes into water,"A high quality product made from the Aerial parts of the passion flower. It has a mild taste, easily mixes in water, and works wonders for my sleep. I like the packaging / glass bottle. The value for the price is excellent, and the best part is, it's alcohol-free. ","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9531}",0.9531,pos
11,11,5222,2023-12-02,calming companion ,"Passionflower Aerial Parts Fluid Extract, Alcohol-Free, 2,000 mg, has proven to be a calming companion in my daily routine. The absence of alcohol is a significant advantage, ensuring a pure experience. The 2,000 mg dosage is potent yet gentle, effectively aiding in stress reduction and relaxation. The convenient dropper simplifies dosage control. I've noticed a positive impact on my overall well-being, making this a staple for moments of tension and restlessness. Highly recommend for those seeking a natural remedy with no alcohol aftertaste.","{'neg': 0.095, 'neu': 0.623, 'pos': 0.281, 'compound': 0.9476}",0.9476,pos
12,12,5222,2024-01-01,It works to calm you down ,"I started with a few drops in my water at bedtime
Then increased the dosage,  it helps me calm down before bed & I sleep like a baby
It works for anxiety & sleepless nights 
","{'neg': 0.048, 'neu': 0.682, 'pos': 0.27, 'compound': 0.7783}",0.7783,pos
13,13,5222,2024-03-30,Passionflower Extract - A Natural Sleep Aid 🌼💤,"
This Passionflower extract is a real gem! It’s not only a great aid for relaxation and sleep, but it also tastes good, which is a rare find in such products 🍵😋. I’ve been using it for years to help with sleep issues and it’s been a game-changer 🌙💤.
It’s also been beneficial for my overall mood and stress levels. I’ve even noticed it helps with menopause issues and reducing anxiety. It’s like this plant has a multitude of amazing benefits 🌿🎁.
I love that it’s alcohol-free and the quality is top-notch. The dosage is just right and it’s become a part of my nightly routine. I’ve recommended it to friends and family and they’ve all had positive experiences too 👍👪.
Based on the reviews and my personal experience, I’d give it a solid 4.5 out of 5 thumbs up 👍👍👍👍👌.","{'neg': 0.046, 'neu': 0.667, 'pos': 0.287, 'compound': 0.9919}",0.9919,pos
14,14,5222,2024-03-16,A Pleasant Addition to Wellness Routine,"I recently tried this passion flower extract for its calming properties, and it was a pleasant experience. It comes in a nice package with a dropper, which makes it easy to use and ensures precise dosage. While I wouldn’t describe it as extraordinary, it provided a nice sense of relaxation. Overall, it was a soothing addition to my routine, and I appreciated its calming effects. I would recommend it to anyone looking for a gentle way to unwind. ","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9862}",0.9862,pos
15,15,5222,2024-01-17,my brother found it very useful for reducing anxiety,"During stressful times, this is a great supplement to have in your kit. Gives a sense of relief as there is a fallback option in this wonderful, natural product. ","{'neg': 0.086, 'neu': 0.547, 'pos': 0.367, 'compound': 0.8951}",0.8951,pos
16,16,5222,2023-11-27,Ok,"Got this for my friend when she was quitting smoking. She said it helped and she didn’t crave the nicotine so much. I tried it myself to see if I’d feel more calm, I didn’t notice any improvements or benefits. It’s doesn’t taste that great. My diet is vegetarian and it is safe to use. ","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.9493}",0.9493,pos
17,17,5222,2024-10-11,excellent quality,"nature's answer makes quality tinctures/glycerites. Very minimal ingredients, bottle is average size for this type of product and dosage is easy. It doesn't taste the best but worth it for all the positive benefits. ","{'neg': 0.05, 'neu': 0.662, 'pos': 0.288, 'compound': 0.8864}",0.8864,pos
