,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,111135,2024-05-21,Calmer Bedtime Routine,"We recently bought ChildLife Essentials Sleep Essential for our child. It's a melatonin-free, all-natural sleep aid that uses herbal ingredients to promote relaxation and calmness before bed. Our child likes the taste of the convenient liquid form, and it's easy to measure out the dosage. We've noticed a positive improvement in their bedtime routine, with them being calmer in the evenings and falling asleep easier. It's also nice to know the ingredients are all-natural and safe for children. Overall, we're happy with ChildLife Essentials Sleep Essential. It's a gentle and effective way to help our child get a better night's sleep. ","{'neg': 0.012, 'neu': 0.621, 'pos': 0.367, 'compound': 0.9921}",0.9921,pos
1,1,111135,2024-03-22,,Works well for getting my kids to calm down when they are too wild before bedtime. Will repurchase. Tastes a little strange and strong but it’s sweet and my kids like it. ,"{'neg': 0.032, 'neu': 0.646, 'pos': 0.322, 'compound': 0.8811}",0.8811,pos
2,2,111135,2023-12-18,great stuff,I like this because there's no melatonin in it. Our 4 year old is full of energy and this helps her settle down when she needs it. And she says it's yummy.,"{'neg': 0.058, 'neu': 0.661, 'pos': 0.28, 'compound': 0.8126}",0.8126,pos
3,3,111135,2023-11-10,"I'm not sure if it worked, pretty strong flavor","It has a strong flavor of herbs, but they cover it up pretty well. My kids were able to get it down, and they enjoyed the routine added to their bedtime routine, but I'm honestly not sure it helped much. Maybe for someone more sensitive and closer to sleep. ","{'neg': 0.039, 'neu': 0.677, 'pos': 0.283, 'compound': 0.9442}",0.9442,pos
4,4,111135,2024-10-03,Great for kids,My son doesnt love the taste but he got over it. Has some really good (& safe for kids) ingredients. Definitely helps him get off to sleep,"{'neg': 0.055, 'neu': 0.555, 'pos': 0.39, 'compound': 0.936}",0.936,pos
5,5,111135,2024-04-02,Good alternative to melatonin.,A natural way to help the kids wind down at night. It doesn’t seem to have a strong effect but is a good addition to t  on the night time routine when we need a little extra help.,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.9032}",0.9032,pos
6,6,111135,2023-11-13,Unsure and unusual taste,"Taste is not super sweet , but understandably has herby taste. Used a couple times so far and no bed wetting (which happened with melatonin cos child was in too deep a sleep). ","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.7192}",-0.7192,neg
7,7,111135,2024-09-20,For super active kids,"For my son, it doesn’t help to fall asleep faster. However, it helps to prolong the sleeping time and cycles. ","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6486}",0.6486,pos
8,8,111135,2024-05-30,Great sleep,Good ingredients. Prolongs sleep. Used for my 2 years old girl. She loved the flavour ,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.7783}",0.7783,pos
9,9,111135,2024-05-28,parent approved!,Helps our restless daughter sleep through the night when not feeling her best,"{'neg': 0.371, 'neu': 0.488, 'pos': 0.141, 'compound': -0.5003}",-0.5003,neg
10,10,111135,2024-02-19,,"It really works, my asd child falls asleep. Melatonin didn't help, this does. I hope it's ok for children","{'neg': 0.101, 'neu': 0.671, 'pos': 0.228, 'compound': 0.4295}",0.4295,pos
11,11,111135,2024-02-16,,"great quality and taste, helping in sleep.. it is highly recommend to child who are restless.
","{'neg': 0.091, 'neu': 0.517, 'pos': 0.392, 'compound': 0.7902}",0.7902,pos
12,12,111135,2024-01-11,Great,The taste may not be pleasing to some people but the more you use it the more improvement you see,"{'neg': 0.078, 'neu': 0.74, 'pos': 0.182, 'compound': 0.5501}",0.5501,pos
13,13,111135,2024-08-24,didn't help much,"I love all the stuff from this brand , however this one product didn't meet my expectations. ","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}",0.6369,pos
14,14,111135,2024-03-30,,Help with sleep and need time to body to used to it,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,pos
15,15,111135,2023-08-31,,I saw sleep patterns improvement within 2 weeks. it's a good to go. a supplement I will always recommend for kids with neurological issues,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.8126}",0.8126,pos
16,16,111135,2023-03-24,,"My daughter aged 10 loves the taste, she takes the supplement happily every evening about an hour before bed time. With this she falls asleep much more easily","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8748}",0.8748,pos
17,17,111135,2023-09-01,Хорошо,"it tastes too sweet and cloying, you need to dilute it in water, the child does not drink in its pure form, I haven’t noticed the effect yet, but I understand that the effect should probably be cumulative, I’ll still test","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.25}",0.25,pos
18,18,111135,2022-10-20,,"my little one has always been a bad sleeper, and I kept trying everything and anything to change that. this thing  seem to work,  at least first few nights.  hopefully it will stay that way!","{'neg': 0.101, 'neu': 0.827, 'pos': 0.072, 'compound': -0.2714}",-0.2714,neg
19,19,111135,2023-02-28,,"this product quiality is good, i recommend many people to use thanks","{'neg': 0.0, 'neu': 0.491, 'pos': 0.509, 'compound': 0.8074}",0.8074,pos
20,20,111135,2023-01-21,,"It really works! Good quality and ingredients. My son eats it before school, and he is happy. ","{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8004}",0.8004,pos
21,21,111135,2023-01-11,,"Safe ingrediets, safe for children. It is good to have it. I recomend it and I shall buy it again.","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.8271}",0.8271,pos
22,22,111135,2022-05-27,,"Didn’t work on my children. Made no difference to their sleep. Ingredient list is clean, tastes ok too. I used for a while. It was well packaged, bottle size is good. No benefit or improvement unfortunately, used for age 2 and 4. There are better supplements in the market. Serving size is fine. ","{'neg': 0.102, 'neu': 0.587, 'pos': 0.31, 'compound': 0.9153}",0.9153,pos
23,23,111135,2024-10-05,,This was ok. The kids liked the flavour but sadly for me it didn’t help with children’s sleep ,"{'neg': 0.149, 'neu': 0.566, 'pos': 0.285, 'compound': 0.3291}",0.3291,pos
24,24,111135,2023-11-07,Not their fault ,"But my kid won't drink it
They are specific on taste and texture though ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
25,25,111135,2023-05-12,,Good quality and taste size benefit for age my daughter perfect package,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8625}",0.8625,pos
26,26,111135,2022-12-21,,Great for kids as a natural way to get them to sleep. It does not contain melatonin which is not recommended for kids.,"{'neg': 0.059, 'neu': 0.699, 'pos': 0.243, 'compound': 0.7191}",0.7191,pos
27,27,111135,2023-03-20,,This product absolutely does not work. My son hated the flavor and threw it up. I mixed it with some fruit and he kept it down but it didn’t work. Not worth your money. ,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.5572}",-0.5572,neg
28,28,111135,2022-05-08,,It calms my toddler quickly and he doesn't seem to mind the flavor,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,pos
29,29,111135,2022-05-19,一般,Not sure if it works for my kids. Can’t see the difference after taking it. ,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2411}",-0.2411,neg
30,30,111135,2022-03-29,,GREAT FOR PUTTING KIDS TO BED,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
31,31,111135,2022-02-11,,Good Product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
32,32,111135,2022-01-22,,"It is fair, can't see any different.","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,pos
33,33,111135,2022-05-31,,Not as strong as we thought but good enough ,"{'neg': 0.146, 'neu': 0.551, 'pos': 0.303, 'compound': 0.4587}",0.4587,pos
34,34,111135,2023-10-22,All is well,"A wonderful supplement, fully corresponds to the description, the quality is satisfactory. It was ordered for a teenager, the doctor approved the composition of the medicine. The taste is neutral, not unpleasant. The size is quite roomy, enough for a long time. The packaging is convenient to use. Adolescent age. After the reception there were improvements with sleep and general well-being. Frequency: 1 time per day. Portion: 3 ml. Ingredient: amino acids, theanine. Benefit: improved sleep.","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9581}",0.9581,pos
35,35,111135,2024-08-15,,"This Sleep Essential product from ChildLife Essentials has been a lifesaver for improving my children's sleep. I liked the natural berry taste, and the medicine is easy to take. She noticed an improvement in the quality of sleep and general well-being of children. I am very satisfied with the result and plan to buy again.","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.9633}",0.9633,pos
36,36,111135,2024-02-28,We liked.,"I didn’t even know when exactly I would use it. The child fell ill with a cold and his sleep was disturbed. He began to wake up at three in the morning due to fever and after that I could no longer put him to bed. I stayed awake until 11 o'clock in the afternoon, and then I just fell off my feet. I decided to try this syrup and did not regret it. He is acting. The child began to sleep all night without waking up. Of course I woke up at 7 am, but for us this is very good. We are happy with the purchase. The size is convenient. I liked the composition.","{'neg': 0.045, 'neu': 0.832, 'pos': 0.124, 'compound': 0.9082}",0.9082,pos
37,37,111135,2023-12-26,,I use sleep essential.for my baby and it really helps him sleep better. The natural berry formula tastes good and my baby takes it without any problems. I simply add a few drops to his bedtime drink and he quickly calms down and falls asleep peacefully. This is a safe and effective way to support healthy sleep in children and I am very pleased with the results.,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.9845}",0.9845,pos
38,38,111135,2023-11-22,Wonderful,"Quality: The product is made from high quality ingredients and meets safety and quality standards. Overall, I am pleased with the results of using this vitamin supplement. It turned out to be effective, increased my immunity and improved the condition of my skin and hair. The only disappointment is the small size of the packaging. I recommend it to anyone who needs additional vitamin intake in the body.","{'neg': 0.04, 'neu': 0.697, 'pos': 0.263, 'compound': 0.9451}",0.9451,pos
39,39,111135,2023-10-23,,"Great sleep supplement. There are several parameters based on which I chose it: Price, Excellent taste, Quality of the product, Excellent Results, Availability of a large number of useful substances, Convenient Packaging and useful Ingredients, ability to choose Size, Great Health Benefits, Natural Ingredients. I recommend this wonderful product to everyone, it fully corresponds to the description and expectation. No problems identified","{'neg': 0.056, 'neu': 0.518, 'pos': 0.426, 'compound': 0.985}",0.985,pos
40,40,111135,2024-10-04,Natural children's sleep aid ,"The child liked the taste. Liquid form, convenient when the child cannot swallow pills. Natural. Has no melatonin, just weed. It was given periodically to a four-year-old child, the effect was there ","{'neg': 0.123, 'neu': 0.797, 'pos': 0.08, 'compound': -0.1306}",-0.1306,neg
41,41,111135,2024-09-01,,"I took it for my mother, everything is fine, I also give it to my children and drink it myself during colds, I recommend it","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.5106}",0.5106,pos
42,42,111135,2024-06-25,I recommend.,"The quality is top notch. The taste is pleasant. Well selected ingredients. The benefits are felt. The dosage and size of the capsules are comfortable. Good effect on health, there is an improvement, a surge of energy.m.","{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9517}",0.9517,pos
43,43,111135,2024-05-29,Very comfortable shape,"The quality of the vitamins is at a very high level, pleasant taste, correct ingredients, daily intake greatly affects the effectiveness of the drug, high-quality packaging, we hope for a good result. ","{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.8542}",0.8542,pos
44,44,111135,2023-11-25,Great,A good supplement with a good composition. exceeded expectations. This dosage suited me. Ingredients safe for health. There are benefits. The result was noticed almost immediately. We'll take more,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8834}",0.8834,pos
45,45,111135,2023-11-24,,"Many people recommended it so I bought it. The packaging was good, the taste isn't bad and it's worth eating. The size is just right and it has good ingredients, so I'll try it regularly. I recommend it~~~~!!!!!!!","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.9327}",0.9327,pos
46,46,111135,2023-12-07,,Easy to use. The taste is none. The size is appropriate. The benefits are excellent. It improves sleep. Suitable for all ages,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9001}",0.9001,pos
47,47,111135,2024-02-18,For deep sleep,"The syrup does not help to fall asleep faster, I gave it according to the instructions for 10 days, I noticed that the child began to sleep longer, but he definitely did not fall asleep earlier. So it didn’t help us, it doesn’t calm us down ","{'neg': 0.089, 'neu': 0.784, 'pos': 0.127, 'compound': 0.4559}",0.4559,pos
48,48,111135,2023-08-03,,"I use ChildLife Essentials, Sleep Essential, for my child and it really helps him sleep better. The natural berry formula tastes good and my child takes it with no problems. I just add a few drops to his drink before bed and he quickly calms down and falls asleep peacefully. This is a safe and effective sleep aid for children and I am very pleased with the results.","{'neg': 0.059, 'neu': 0.627, 'pos': 0.314, 'compound': 0.9647}",0.9647,pos
49,49,111135,2023-06-12,,"I don't use it often, but when I do, the child freezes faster. Son's age is 2.10 years. My son doesn't like it very much, but if he gets into it quickly with water, then it's normal. The quality is excellent, I chose the ingredient based on the composition.","{'neg': 0.074, 'neu': 0.829, 'pos': 0.097, 'compound': 0.4998}",0.4998,pos
50,50,111135,2023-05-29,,"Sleep Essential by ChildLife Essentials is a great way to help kids improve their sleep quality. I gave this remedy to my child at bedtime, and he fell asleep easily and calmly. The taste of the berries is pleasant, which makes taking the product pleasant for children. Sleep Essential by ChildLife Essentials for all parents looking for a natural and effective sleep aid for their children.","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9766}",0.9766,pos
51,51,111135,2024-09-27,,"Very high quality supplement. Large package. Excellent ingredients and taste. An indispensable supplement for health, good sleep.","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.765}",0.765,pos
52,52,111135,2024-09-17,,"ChildLife Essentials, Kids, Sleep Essential®, Natural Berry, 2 fl oz (59 ml) prescribed by neurologist because child has very poor sleep ","{'neg': 0.142, 'neu': 0.753, 'pos': 0.105, 'compound': -0.2247}",-0.2247,neg
53,53,111135,2024-09-16,,Pleasant smell. Convenient use. Convenient size. Good composition. The child drinks with pleasure.,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.872}",0.872,pos
54,54,111135,2024-09-13,bad,I always buy this brand for my children. I didn't like this particular taste.,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.2755}",-0.2755,neg
55,55,111135,2024-09-01,,"good quality, clean ingredients, convenient size, benefits, convenient packaging, clean composition, age according to instructions, for diet, neutral taste","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.872}",0.872,pos
56,56,111135,2024-08-29,,"the quality is top notch, the ingredients are top notch, the price is affordable, I trust the brand, there are enough portions","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7096}",0.7096,pos
