,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,139382,2023-12-27,My son is a changed person!,"Part of me thinks my 6 year old might have ADHD. I did some research and learned that certain amino acids can improve a childs behaviour/mood. I purchased these drops for the ingredients and within a couple of days, I saw major improvements in my son. He takes these every single day. I can tell if weve missed a day. ","{'neg': 0.038, 'neu': 0.835, 'pos': 0.127, 'compound': 0.6249}",0.6249,pos
1,1,139382,2023-11-17,MaryRuth Organics Focus & Attention Drops: A Calming and Effective Solution for Children,"MaryRuth Organics' Focus & Attention Liquid Drops are an excellent choice for parents seeking a natural and effective way to support their child's focus and attention. This formula combines a blend of organic herbs, including astragalus root, wood betony herb, ginkgo leaf, and eleuthero root, to help children manage stress, calm their nervous systems, and improve cognitive function.

The liquid drops are easy to administer and can be taken directly or mixed with water or juice. They are also vegan, non-GMO, and gluten-free, making them suitable for children with dietary restrictions.

In my experience, these drops have been very effective for my child. They have helped her focus better in school and during homework time, and she has also been more calm and relaxed overall. I highly recommend MaryRuth Organics Focus & Attention Liquid Drops to any parent looking for a safe and natural way to help their child succeed.","{'neg': 0.027, 'neu': 0.7, 'pos': 0.272, 'compound': 0.9911}",0.9911,pos
2,2,139382,2024-09-14,,"It's too soon to tell, but my daughter went straight to the bathroom to urinate for the first time after using it for a day. She has autism and is 7 years old. I'm in complete awe. 
Hope to see better results in few more days. ","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.8765}",0.8765,pos
3,3,139382,2024-10-02,,"Thank you for providing such outstanding supplements! The quality is exceptional, with thoughtfully selected ingredients that offer remarkable health benefits. Your products have made a significant positive impact on my overall well-being. I also appreciate the secure and reliable packaging. Thanks again, iHerb!","{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9806}",0.9806,pos
4,4,139382,2024-09-29,Great,"Thank you for providing such outstanding supplements! The quality is exceptional, with thoughtfully selected ingredients that offer remarkable health benefits. Your products have made a significant positive impact on my overall well-being. I also appreciate the secure and reliable packaging. Thanks again, iHerb!","{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9806}",0.9806,pos
5,5,139382,2024-09-22,Great,"This seems to help my 8  year old focus a bit
More and not have so much hyperactive energy. He doesn’t mind the taste either. ","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.6204}",0.6204,pos
6,6,139382,2024-07-12,,"absolutely fantastic product, sons teacher noticed an improvement in his concentration within the first week of taking so high quality ingredients are inside. Nice taste and great benefit - worth the cost","{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9565}",0.9565,pos
7,7,139382,2024-01-24,Needs time take effect,The school noticed my boy is more tired and sleepy during class after I started using this so I’m not sure how I feel about it yet. Maybe it needs a bit more time? We’ve been using for 2 weeks now. ,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.6618}",-0.6618,neg
8,8,139382,2024-01-19,Great taste ,"My pick 10 years old has like the taste of this, we are trying for more than a month and it seems to support him ","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.6369}",0.6369,pos
9,9,139382,2024-09-22,,I give it five Start cause  it very good with so much love ,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.8258}",0.8258,pos
