,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,143354,2023-12-03,A Good Night's Sleep...finally!,"Menopause has caused me to have interrupted sleep for over a year now.  Stress makes the sleep disturbances worse than menopause.  I decided to try this product.  I finally can sleep through the night.  I take one, an hour before bed.  Then, right before bed I take one more.  On a day that I have caffeine, it doesn't work as well.  When I wake up and cannot go back to sleep in middle of night, I take 2 and can go back to sleep and I awaken with no grogginess.  I don't know how I would manage without this product.","{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.9102}",-0.9102,neg
1,1,143354,2024-09-11,Helping me sleep,"These tablets are generally having a positive impact on the quality & quantity of my sleep. Dosage: I take the first tablet (small-sized black capsule), then set a timer for an hour & read in bed until the hour is up. Then I take the 2nd tablet & go to sleep. I am getting a deeper sleep most nights & will continue to take the tablets. ","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.5574}",0.5574,pos
2,2,143354,2024-09-06,Mild sedative helps insomnia,"Deep Sleep is a product I use occasionally for nights when I have to be assured of a good night's sleep before a busy day. I like that it contains California Poppy which is not an opiate, and does help sleep. I have to take it a few days for it to really work. Good to take short term, with no grogginess next morning. It doesn't help me sleep longer & I hoped it did. So I have a shorter and very deep sleep and feel well rested afterward.","{'neg': 0.024, 'neu': 0.744, 'pos': 0.232, 'compound': 0.9515}",0.9515,pos
3,3,143354,2024-09-04,,"Before going to bed, I take one capsule of a sleep aid about 30 minutes before bedtime. Then, I relax my muscles and try to clear my mind, as I often struggle with random thoughts. The next thing I know, my alarm is going off and I feel well-rested and ready to start my day. This is a huge relief for me, as I've had trouble sleeping for as long as I can remember. Other sleep aids usually make me feel jittery and restless, and sometimes even keep me up all night. However, the specific sleep aid I've been using doesn't have that effect on me. It simply helps me have a peaceful and restful night's sleep. The specific sleep aid I've been using doesn't have that effect on me. It simply helps me have a peaceful and restful night's sleep.","{'neg': 0.061, 'neu': 0.746, 'pos': 0.193, 'compound': 0.9612}",0.9612,pos
4,4,143354,2024-03-25,Sleeping well.,"Natural ingredients mean little to no side effects. Wake up with a clear mind and all refreshed to fight the day. 
The quality is good as it does not affect stomach. The price is right for the size it comes in. The product is highly recommended. You feel sleepy naturally and no headache.
","{'neg': 0.105, 'neu': 0.731, 'pos': 0.164, 'compound': 0.5646}",0.5646,pos
5,5,143354,2024-02-04,Herbs Etc Deep Sleep ,"I’m going through a phase of waking multiple times a night and often get to sleep right away only to wake a couple of hours later and maybe twice after that. This isn’t a miracle for me but with continued use and following the instructions to take one and hour before and another at bed, I believe that it is slowly regulating my sleep cycle. I have taken these herbs in similar products for many years but not this one. It definitely does help/work!","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.7385}",0.7385,pos
6,6,143354,2024-01-04,Out like a Light,"This is the first time I've tried the Deep Sleep with the additional herbs, but this stuff works!!  I've tried many other things (Melatonin, CBD gummies, etc), but this brings me refreshing sleep with no after-affects.  It's not addictive and the quality herbs and ingredients make me feel good about using it occasionally.  Definitely make sure you follow the instructions, I like to take the first one, then read and then take the second about an hour later.  Within minutes I feel like I could go to sleep and then I'm out like a light.","{'neg': 0.026, 'neu': 0.788, 'pos': 0.186, 'compound': 0.952}",0.952,pos
7,7,143354,2023-12-22,Better Sleep,"My husband has had difficulty sleeping for years.  We have tried a number of things, but Deep Speep seems to be the best yet.  He takes it every night as directed (one an hour before bedtime and one at bedtime).  Occasionally I have had trouble sleeping, and have taken just one and it helps me too.  I usually don't have trouble, so I have never tried taking more than just one.","{'neg': 0.101, 'neu': 0.769, 'pos': 0.13, 'compound': 0.5173}",0.5173,pos
8,8,143354,2023-12-03,Great sleep ,"Fantastic supplement for sleeping. I used to have problems with the sleep as I woke up few times at night and couldn’t fell asleep, but since I discovered this supplement, I sleep so much better. Quite often I can sleep 7 - 8 hours without waking up. Sleep changing stuff. ","{'neg': 0.039, 'neu': 0.822, 'pos': 0.139, 'compound': 0.6925}",0.6925,pos
9,9,143354,2023-11-29,"Helps with sleep, but wears off after a while","I like Deep Sleep, but the effect of a great sleep wears off after a bit of taking it. The quality is great and the benefits of deep sleep are terrific.  Just have to stop taking for a while to get the effects back. Ingredients are all there for great sleep. As they are softgels can't really taste it.","{'neg': 0.036, 'neu': 0.623, 'pos': 0.341, 'compound': 0.9787}",0.9787,pos
10,10,143354,2024-09-16,strong stuff,"noticeable stuff, quality is ok. Would have been nice if they used a little bit less ingredients. size of the capsules is ok. Dosage of 2 capsules is ok, but not cheap this way. Benefit is there, but from all the herbs in there I expected a little bit stronger effect, but still reall noticeable. ","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.8929}",0.8929,pos
