,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,57444,2024-03-04,Effective,"Within about 20 minutes after taking these capsules, I do feel a change, a calmness in my body. I only take them at bedtime because I have sleep problems and need all the help I can get. Can’t say they put me to sleep but they do help me relax.","{'neg': 0.036, 'neu': 0.751, 'pos': 0.214, 'compound': 0.85}",0.85,pos
1,1,57444,2024-02-13,,Gentle relaxation of muscles.  It helps with the muscle spasms related to vascular and nerve type discomfort in muscles throughout the body. We use it regularly.  ,"{'neg': 0.083, 'neu': 0.653, 'pos': 0.264, 'compound': 0.7269}",0.7269,pos
2,2,57444,2023-06-30,quality supplement,"I have fibromyalgia and I started using this product some months ago (about 4 months). My objective was to decrease pain during the night and ""Muscle relax"" helped me a lot. I take 4 pills every evening after dinner, and I find it also helps my sleep. I combined it with herbal teas and another herbal remedy called Sleep.","{'neg': 0.058, 'neu': 0.823, 'pos': 0.119, 'compound': 0.3612}",0.3612,pos
3,3,57444,2023-03-21,Wonderful product for occasional muscle aches,"Wondeful prduct for muscle aches! I suffer from multiple several severe chronic pain syndromes. I use this when they get really bad instead of reaching for pain pills first.  75% of the time with  rest and gentle stretches these work.   They do work better if you take them consistently for a stretch of time in order for your your body to heal from the injury or for me they do. Your results may be different as everyone's body is unique.  Pills are easy to swall are tastell, for me improvement is seen after the SECOND dose.  ","{'neg': 0.186, 'neu': 0.698, 'pos': 0.116, 'compound': -0.8436}",-0.8436,neg
4,4,57444,2024-10-17,Work well,I found 2 capsule is the best dosage for me.  They work very well. ,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.7645}",0.7645,pos
5,5,57444,2024-09-24,Excellent product that actually works ,Excellent product which actually works  based on the ingredients and quality of same,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",0.5719,pos
6,6,57444,2024-06-11,Did not help at all,"The main ingredients cramp bark,  jamaica dogwood, black haw, rosemary and others are all meant to help muscles relax.  Size wise the container has 60 medium sized capsules that have no taste and are easy to swallow.   Unfortunately I have not felt any benefit from taking this product.   I took 6 capsules at a time (recommended dosage is 4) and finished to container but with no discernable results.  Perhaps it is necessary to take it for much longer to feel the benefits.  ","{'neg': 0.104, 'neu': 0.769, 'pos': 0.127, 'compound': 0.4515}",0.4515,pos
7,7,57444,2024-04-16,Excellent ,Good to relax muscles and all natural !! A must buy !!,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.858}",0.858,pos
8,8,57444,2024-01-29,Works great,"I have neck muscle tightness and this works great, it enables them to relax and get some sleep.","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.7906}",0.7906,pos
9,9,57444,2023-10-31,Прекрасно!,"excellent product,good and strong packaging , the quality matches the description, I will still recommend ordering to everyone!!! okay
","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9057}",0.9057,pos
