,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,132392,2024-09-25,Makes you feel great postpartum,This is the best I have felt emotionally after having my third baby. The first two times I did not take baby blues and I wish I would have. I struggled in silence. This time I chose to be proactive and order baby blues and I started taking them in day one and I feel like myself.,"{'neg': 0.041, 'neu': 0.751, 'pos': 0.208, 'compound': 0.8689}",0.8689,pos
1,1,132392,2024-10-06,Great,"High quality ingredients, good size, easy dosage and good benefits. The taste is strong and unappealing but the benefits outweigh that small discomfort. This brand is reliable and trustworthy!","{'neg': 0.086, 'neu': 0.487, 'pos': 0.427, 'compound': 0.9134}",0.9134,pos
2,2,132392,2024-07-23,Best purchase for myself after having a baby,"mamas!! nourished, pampered, well taken care of we can be there so much better for our babies! it helped me a lot, I ordered other herbal tinctures of this company because they are very effective, high quality! ","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9192}",0.9192,pos
3,3,132392,2024-06-16,,"This has been helping with my post-partum anxiety and irritability. The taste is not great, just like any o the tincture, but it's worth the benefit! ","{'neg': 0.205, 'neu': 0.546, 'pos': 0.25, 'compound': 0.5408}",0.5408,pos
4,4,132392,2024-09-02,Postpartum ,Easy to use by the stick! Loved the size and scent! Great package and amazing quality ,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.9458}",0.9458,pos
5,5,132392,2024-07-15,Definitely helps with PPD,I noticed a big difference in baby blues when I remembered to take this. Just difficult to remember in the postpartum haze.,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3612}",-0.3612,neg
6,6,132392,2024-06-06,"high quality, clean ingredients","taste wise,.it's a tincture so alcoholic taste is to be expected but good size and normal dosage and works well ","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7579}",0.7579,pos
7,7,132392,2024-04-10,good product,Good quality product with great ingredients. Will buy again next time.,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",0.7906,pos
8,8,132392,2024-09-04,amazing,"Honestly, I felt a difference because I was going through postpartum depression that lasted until the first 5 weeks! I used Omega 3 capsules with lemon with it. I use it two or three times, as soon as I wake up with a glass of water 💕","{'neg': 0.095, 'neu': 0.833, 'pos': 0.071, 'compound': -0.2481}",-0.2481,neg
9,9,132392,2024-05-11,,"Excellent to use in case of slack, it's great!","{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.8439}",0.8439,pos
10,10,132392,2024-06-09,good,"The product is under trial. The quality and package size are excellent. The taste is OK, suitable for daily use","{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7672}",0.7672,pos
