,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,46689,2024-06-27,The capsules,The capsule is way big to swallow. But u guess the quality is good to use although i did not find any effect of this.,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.5927}",0.5927,pos
1,46689,2023-06-09,,This stuff is amazing. Works great for me to uplift my mood every day. No side effects that I noticed. If you have anxiety or depression. I highly recommend. Also iHerb does an amazing job at wrapping each individual bottle since they are glass and packaging them which leave no room for damage.  Very timely in shipping and don’t have to wait long. ,"{'neg': 0.178, 'neu': 0.64, 'pos': 0.182, 'compound': 0.5095}",0.5095,pos
2,46689,2023-01-13,,Irwin’s Natural.. so you know you are getting quality ingredients every time. This product produces a huge mood boost and seems to help with the skin from the fish oil. Packaging so excellent endless benefits with saffron. Get your Omegas in to help with cholesterol. I would recommend fish oil to any age. ,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9613}",0.9613,pos
3,46689,2023-01-09,Just the right mixture,"I was looking for something similar to the German Talasar product (especially containing saffron) as I don't live there anymore.  This is a quality product I will keep using. Although the pills are a bit on the big side, I like that they're smooth and easy to swallow. The packaging should be increased to 150 pills though, to reduce the frequency of shipments.","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.7579}",0.7579,pos
4,46689,2024-08-29,I wasn't consistent enough yet,I wasn't consistent enough yet to know if it works but will continue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
5,46689,2024-08-21,,"Great, haven't tried it properly yet but so far its ok","{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.6952}",0.6952,pos
6,46689,2024-08-19,,Very effective for stress and depression. I can count on it working when taken on regular basis.,"{'neg': 0.292, 'neu': 0.561, 'pos': 0.147, 'compound': -0.5221}",-0.5221,neg
7,46689,2024-07-26,,work perfect. Gave my mom during a big event and she was calm,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7184}",0.7184,pos
8,46689,2024-05-08,Great Product,Excellent product made with high quality ingredients. Highly recommended. A+,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.6997}",0.6997,pos
9,46689,2024-03-03,,It helps me to feel better during my PMS. Highly recommended ! ,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7836}",0.7836,pos
10,46689,2023-03-14,Great product for mood and calm energy,I take this on days when I am feeling low energy or mood. It's best to take on an empty stomach in the morning. Sometimes I double the dose. It helps with mood and energy without causing jitters.,"{'neg': 0.088, 'neu': 0.631, 'pos': 0.282, 'compound': 0.8225}",0.8225,pos
11,46689,2022-12-16,,"Very effective for generalized anxiety. Great ingredients. I take 3 caplets a day, and I notice a calm even demeanor. I notice it more when I don't take it. I've tried many products, tinctures, etc. This one just works the best for me. ","{'neg': 0.036, 'neu': 0.664, 'pos': 0.3, 'compound': 0.923}",0.923,pos
12,46689,2022-03-17,My Happy Pill!,"I bought these for my mom who was feeling tired a lot and not having any energy. She now feels great, these have given her energy, and stamina for work. She tells me they are great and that I must ensure she does not run out. What momma wants she gets. I purchased these with a B complex bottle .These are truly good. If this review is helpful, hit the button","{'neg': 0.078, 'neu': 0.646, 'pos': 0.276, 'compound': 0.9483}",0.9483,pos
13,46689,2023-12-04,好的,This product is so far so good and I have to try more ,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.6213}",0.6213,pos
14,46689,2023-10-25,Good value for money.,"Good value for money. We are going to test this supplemenet benefit , but seems to be that it is good choice.","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.8176}",0.8176,pos
15,46689,2023-02-25,Disappointing ,I don’t think it had any noticeable effect on my mood and won’t be buying this again. I kept up with an exercise regime and outdoor activity and they are more helpful although time consuming … was hoping for an effective stopgap when I can’t manage to get time in for exercise etc,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.8399}",0.8399,pos
16,46689,2023-08-06,Great Winter help,"It does take a month to get into your system, but it is well worth it!  I get the winter blues, and this works well.  I have not had any side effects.","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7871}",0.7871,pos
17,46689,2023-05-31,,"These have helped during a stressful season. A long winter gave me the blues. I’m glad I found these. The pills are very big, that’s the hard thing.","{'neg': 0.158, 'neu': 0.741, 'pos': 0.101, 'compound': -0.1779}",-0.1779,neg
18,46689,2023-01-14,Positive again,"Such a great product. I started with one tablet with meal, and after few minutes felt how anxiety is going away, feeling relexed and natural positive. Wow! ","{'neg': 0.047, 'neu': 0.521, 'pos': 0.433, 'compound': 0.9336}",0.9336,pos
19,46689,2023-10-05,Great ,This are great for anxiety and depression I think but they do seem to booster my stomach a little which is not the case that I had hoped for. Perhaps I need to change the formulation. They are button but might be better for you? Low in grain I believe ,"{'neg': 0.115, 'neu': 0.707, 'pos': 0.178, 'compound': 0.6652}",0.6652,pos
