,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,122141,2024-08-22,,great quality product. it really works as intended. Will definitely get more soon! Thank you so much for this. it was made of high qualiy ingredients. Plus the packaging and sizes were perfect. over all good quality. i love the smell and the looks of it. im looking forward to purchasing another one!,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.9681}",0.9681,pos
1,1,122141,2024-06-24,,"the supplements facts looks good quality and ingredient.  the package is easy to use. it's a big size package.  
I don't give it  to my pet so  frequently,  so I'll do in a few days another recommendation if it's good for her health. ","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.8271}",0.8271,pos
2,2,122141,2023-07-24,,great quality product. it really works as intended. Will definitely get more soon! Thank you so much for this. it was made of high qualiy ingredients. Plus the packaging and sizes were perfect. over all good quality. i love the smell and the looks of it. im looking forward to purcha…,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.9669}",0.9669,pos
3,3,122141,2024-08-19,2 dogs,"Good for both my dogs. One is hyper active and young, the other one old and anxious","{'neg': 0.093, 'neu': 0.648, 'pos': 0.259, 'compound': 0.5574}",0.5574,pos
4,4,122141,2024-03-12,,This site is authentic & reliable products. I will recommend this site to my friends. I love the product very much!,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8777}",0.8777,pos
5,5,122141,2023-12-25,not helpful,"my dog didn't like the taste so he didn't eat it. 
. even when I mixed it with other tasty stuff. even after he ate it finally, it didn't help him relax. the serving is very big. maybe it's good  it doesnt work. quality but and ingredient  but ","{'neg': 0.1, 'neu': 0.86, 'pos': 0.04, 'compound': -0.2351}",-0.2351,neg
6,6,122141,2023-12-11,,product is affordable and the item is shipped immediately. Recommended,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}",0.2023,pos
7,7,122141,2023-12-08,Excellent for large dogs,"My dog became calm and relaxed but they are difficult to measure for a small dog, mine is 6 kg.","{'neg': 0.148, 'neu': 0.682, 'pos': 0.17, 'compound': -0.128}",-0.128,neg
8,8,122141,2023-11-23,Excelent.,"This site is authentic & reliable products. I will recommend this site to my friends. I love the product very much!
","{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8777}",0.8777,pos
9,9,122141,2023-08-17,,or this. it was made of high qualiy ingredients. Plus the packaging and sizes were perfect. over all good quality. i love the smell and the looks of it. im looking forward to purchasing another one!,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.902}",0.902,pos
10,10,122141,2023-09-19,,Nice product. I buy often. Everything arrives quickly and in good packaging. Very like. I recommend to all.,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.8826}",0.8826,pos
11,11,122141,2023-09-19,,Nice product. I buy often. Everything arrives quickly and in good packaging. Very like. I recommend to all.,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.8826}",0.8826,pos
12,12,122141,2023-08-15,,The product is affordable and well-packed. I will definitely purchase it again!,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.4574}",0.4574,pos
13,13,122141,2023-08-02,,The product is affordable and well-packed. I will definitely purchase it again!,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.4574}",0.4574,pos
14,14,122141,2024-04-08,Sedative for dogs ,"Pets suffer greatly from loud noises: fireworks, explosions. Based on the recommendation, we started looking for a sedative. We were looking for a sedative that could be used without harm to health, so we spent a long time studying the ingredients of this product. The composition is very good. Melatonin is an all-natural substance that can help your dog relax. Use and dosage are indicated on the packaging.","{'neg': 0.047, 'neu': 0.798, 'pos': 0.155, 'compound': 0.7988}",0.7988,pos
15,15,122141,2024-03-10,Great ,"Based on recommendations, I took it for my Yorika. Conda on the road. Go to the groomer. To the doctor, etc. What you need and the composition is super ","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5994}",0.5994,pos
16,16,122141,2024-10-12,,Effective product at a reasonable price. Suitable for any age. Fast delivery.,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}",0.4767,pos
17,17,122141,2023-11-26,Very Good,At first I was skeptical but it seems to really help. The dog looks more relaxed than usual.,"{'neg': 0.068, 'neu': 0.574, 'pos': 0.358, 'compound': 0.8434}",0.8434,pos
