,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,11646,2024-05-17,Love this product ,"You can’t beat the quality of basic ingredients for the price. It smells great, the benefits to my skin is great. Isn’t overly soapy/full of surfactants. It smells great, doesn’t strip the skin of natural oils. The packaging is nicer than the bottles they sell elsewhere. I Love it! ","{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9771}",0.9771,pos
1,1,11646,2024-05-11,So far so good!,"I’ve heard about this product from instagram, that it really cleans the pores very well so I decided to try it. I’ve only used it once, but I have noticed how clean my pores looked and it didn’t dry my face at all. And while I was washing my face with it I saw dead skin on my finger! ","{'neg': 0.098, 'neu': 0.819, 'pos': 0.083, 'compound': -0.458}",-0.458,neg
2,2,11646,2023-12-07,Love this!,"First time trying, and I'm hooked. Apart from the fact that it's plant based & cruelty-free, it's also Leaping Bunny Certified and has no parabens, phthalates, phthalates and sulfates.  The cleanser comes in a big bottle and is value for money. The smell is pleasant and not offensive. It gently exfoliates the skin without any harsh scrubbing and doesn't dry it out. As someone with oily skin, I'm surprised it worked really well for me. I use it every morning as it helps with removing the dullness. Will be repurchasing once I run out. ","{'neg': 0.068, 'neu': 0.765, 'pos': 0.167, 'compound': 0.8555}",0.8555,pos
3,3,11646,2023-10-23,My newly discovered skin care,"Gentle on my face with a nice gentle tropical scent, so refreshing! Just used it for a week and my pores seems calmer and my face looks and feels smoother! Will update after a month use and will repurchase if will continue to have good result!","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.931}",0.931,pos
4,4,11646,2024-06-15,Very fruity scent - distinctly pineapple,"The scent is quite strong, distinctly pineapple. For me it's nice. But I didn't realize it's a clear consistency, I prefer creamy cleansers.  So sometimes I use it as a shower gel, because the size is so large it will last me a year.   
I chose it because of great composition, my skin feels really clean and fresh after. ","{'neg': 0.042, 'neu': 0.697, 'pos': 0.26, 'compound': 0.9372}",0.9372,pos
5,5,11646,2024-09-01,,"This is really good. It has a Leaping Bunny certification, seems to be free of harsh chemicals and no endocrine disruptors. The smell is pleasant and it gently exfoliates the skin without leaving it dry.","{'neg': 0.111, 'neu': 0.61, 'pos': 0.279, 'compound': 0.8268}",0.8268,pos
6,6,11646,2024-08-13,Nice facial cleanser,"It has a very light smell and does not create a lot of ""suds"", yet it still rinses off well and does a nice job of cleaning without over-stripping the skin .  ","{'neg': 0.057, 'neu': 0.788, 'pos': 0.155, 'compound': 0.4742}",0.4742,pos
7,7,11646,2024-04-09,Love It,I love this face wash! Fruit enzymes are great for my skin and this wash is offered at a great price. Great quality for the cost. ,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.9571}",0.9571,pos
8,8,11646,2024-03-07,repeat buy ,i bought this last year. it has later me 4 months. really good on my skin. easy to use. and it’s a big size hence why it’s lasted me so long. gentle on the skin and i have sensitive skin so it’s good for that too. ,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.9093}",0.9093,pos
9,9,11646,2024-01-22,Great ,"Holy grail OMG! Scent is amazing and it works well to cleans my pores from tons of sunscreen. I feel my face is cleaner and brighter after using it for few days only. Cleans well enough, but not drying. Size is huge.","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8356}",0.8356,pos
10,10,11646,2024-01-19,,"It actually have a flavor of a pineapple 
The size is normal 
It’s good to my face you can fell the difference 
Good quality ","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7003}",0.7003,pos
11,11,11646,2023-12-16,The best cleanser for oily skin,"I bought it again and realized how I missed it while using another good cleanser. I enjoy how clean and soft my skin feels, it's never too dry, just the excess of oil is removed. It smells awesome, fresh and not annoying. Love it!","{'neg': 0.099, 'neu': 0.586, 'pos': 0.315, 'compound': 0.9039}",0.9039,pos
12,12,11646,2023-11-28,greattttt one!! really no kidding. the best makeup remover facial wash,"Ive been using jASONS creams for two year now and never tried their any facial soap. well its very good!! the smell is very good. it cleans my face very gentle yet very good, it removes makeup and refreshing my face!  im so ordering more. you should too","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.9408}",0.9408,pos
13,13,11646,2023-11-10,,"really good
the scent is wonderful, sweet and calming.
love this pH blaanced enzyme cleanser. i use this occasionally with another low pH cleanser coz this has exfoliating effect","{'neg': 0.045, 'neu': 0.541, 'pos': 0.413, 'compound': 0.9428}",0.9428,pos
14,14,11646,2023-11-01,love this facewash,"I love everything about this facewash- the scent and the quality, the price for the size, all of it! Works great for what I need it for. Fast shipping, too. ","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.8622}",0.8622,pos
15,15,11646,2023-06-01,,"Holy grail OMG! Scent is amazing and it works well to cleans my pores from tons of sunscreen. I feel my face is cleaner and brighter after using it for few days only. Cleans well enough, but not drying. Size is huge. The only problem that bottle doesn't have stopper, so I cant take it to the luggage, it will leak. ","{'neg': 0.096, 'neu': 0.733, 'pos': 0.171, 'compound': 0.3054}",0.3054,pos
16,16,11646,2022-11-11,,"I’ve been using this Givenchy face wash in the morning for a while and have been looking for a cheaper alternative. This product works well for me- a combination skin in the autumn days. It cleans well for mornings and in the meantime, doesn’t dry my skin. I love it for its value ","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.8689}",0.8689,pos
17,17,11646,2024-01-27,Gentle cleansing,"this cleanser is quite gentle on skin and does not leave your skin feeling dry and squeaky after. however, my skin gets oily quicker than usual compared to other cleansers and I am starting to see some small pimples as well. May not be good for oily skin. ingredient list seems quite clean ","{'neg': 0.041, 'neu': 0.775, 'pos': 0.184, 'compound': 0.7599}",0.7599,pos
18,18,11646,2023-01-15,,"I have super oily skin, I highly recommend it! My pores are tighter I’ve been using this product for a month now, and my face is not as greasy as before, plus Less pimples!! I do not recommend it for sensitive skin though it might be too strong and cause irritation. The size is big enough for 2 months if you use it 1/day every day. Smells fresh like lemon/pineapple it’s not too strong. Please like my comment 🙏🏻","{'neg': 0.056, 'neu': 0.684, 'pos': 0.259, 'compound': 0.9584}",0.9584,pos
19,19,11646,2024-02-26,A bit much,"Always searching for a gentle cleanser for sensitive skin that won’t strip my skin of oils but will get the makeup off without killing my eyes. This didn’t do the trick. I’m still sticking with coconut oil followed by a wet, hot exfoliating towel.","{'neg': 0.028, 'neu': 0.829, 'pos': 0.143, 'compound': 0.7524}",0.7524,pos
20,20,11646,2023-08-21,,I love this stuff! Leaves my skin feeling fresh and squeaky clean. I have sensitive skin so I don’t use it daily just to be on the safe side. My skin always looks refreshed and rejuvenated after using. I use 2-3 times a week. Smells wonderful and is a great pore cleanser too. ,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.967}",0.967,pos
21,21,11646,2024-09-13,use it at shower,also smells very good i love this product and i reccommend this to everyone here,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.8258}",0.8258,pos
22,22,11646,2024-08-26,really good cleanser,"I absolutly love it! its light and not stiky, works wonders on spots and uneven skin tone","{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.6696}",0.6696,pos
23,23,11646,2024-08-13,Love it,Bought it a few times now. Really refreshing and good value. ,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.6771}",0.6771,pos
24,24,11646,2024-07-30,Прекрасно!,"excellent product,good and strong packaging , the quality matches the description, I will still recommend ordering to everyone!!! okay","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9057}",0.9057,pos
25,25,11646,2024-07-18,So far ok,"So far ok and acceptable when used. I dont encounter any issues when I use this, so it is acceptable.","{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.7251}",0.7251,pos
26,26,11646,2024-07-08,great,my daughter loves this face wash good quality and very good size she uses daily ,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.8591}",0.8591,pos
27,27,11646,2024-05-24,will buy again,"love this enzyme cleanser, it's gentle but brightens my skin 
","{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.7783}",0.7783,pos
28,28,11646,2024-05-18,,My first time buy it it seems good from its ingredients ,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,pos
29,29,11646,2024-05-13,I love this brand,"I love this product like all products of this brand, my skin loves this one😍","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.886}",0.886,pos
30,30,11646,2024-04-28,,That's just a great company with great products really loved it ,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.9245}",0.9245,pos
31,31,11646,2024-04-16,,Cleans the skin well and leaves the skin pleasantly soft and even,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.6369}",0.6369,pos
32,32,11646,2024-04-14,,Smells nice. Clean well so far. I’ve been using it for a while and it’s been working well for me,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.8271}",0.8271,pos
33,33,11646,2024-04-11,Really good!,"I have used this product for a long time. I like how my face feels when I use it, very clean!","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6989}",0.6989,pos
