,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,126042,2023-10-29,"Excellent product, pity about the natural flavors","I love that this drink makes me feel so relaxed and is full of health-promoting mushrooms and spices. However it's really too bad they use ""natural flavors"", a designation that can be used to hide any number of dangerous chemical additives. I think it's a very health-conscious companies and it's unlikely they are using bad ingredients, but it's totally unclear this way so use at your own risk. ","{'neg': 0.182, 'neu': 0.712, 'pos': 0.106, 'compound': -0.6917}",-0.6917,neg
1,1,126042,2024-05-04,love this drink,love to mix this with unsweetened vanilla almond milk and drink as I'm winding down for the evening. I get a great sleep. tastes good (better than the chocolate version) . seems to be quality ingredients ,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.9042}",0.9042,pos
2,2,126042,2024-02-07,Delicious!,This is a wonderful evening drink before bed.  Just enough sweetness to feel like a treat.  Best if served hot!  I highly recommend this.,"{'neg': 0.0, 'neu': 0.436, 'pos': 0.564, 'compound': 0.9606}",0.9606,pos
3,3,126042,2024-09-07,Taste great,"It’s so yummy, relaxing and tastes very earthy and you feel so grounded after drinking it! So yummmmy","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.8158}",0.8158,pos
4,4,126042,2024-05-09,,Great taste and quality.  love the scent and benefits. serving size is good but a bit pricy,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.7845}",0.7845,pos
5,5,126042,2024-04-12,Wow!,"So delicious, creamy and healing! High quality ingredients & great taste. Benefits recovery and fights inflammation. Aids in relaxation! ","{'neg': 0.089, 'neu': 0.428, 'pos': 0.483, 'compound': 0.9182}",0.9182,pos
6,6,126042,2024-01-26,Best tea ever,Not only helps to get into rem sleep but make you wake up feeling fresh,"{'neg': 0.087, 'neu': 0.656, 'pos': 0.257, 'compound': 0.4781}",0.4781,pos
7,7,126042,2023-11-20,A bit of a sleep aid,"The elderly at home brew this powder as gold milk and drink it at night before going to bed. The advantage is that it is added with monk fruit sugar instead of sucrose, and has coconut milk and vanilla flavors, which reduces the turmeric flavor and increases the sweetness. It seems to help the elderly at home relax and sleep better, but its price is a bit expensive, maybe because it contains ingredients like Ganoderma, which are more expensive.","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.8625}",0.8625,pos
8,8,126042,2024-08-05,Effective and good taste,"Very good taste. Perfect in the evening before bed. Notice the effect, and am surprised at how good it is ","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9052}",0.9052,pos
9,9,126042,2024-07-11,Good effect,"Surprisingly good in taste, and very good effect. Considering starting with this fixed. ","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7906}",0.7906,pos
