,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,133367,2024-07-06,good,"I purchased this drug to improve sleep. It contains magnesium and valerian, which help relax the nervous system. I take it before bed. I’m not sure if it helps...","{'neg': 0.118, 'neu': 0.637, 'pos': 0.246, 'compound': 0.6639}",0.6639,pos
1,1,133367,2024-09-08,Best ,"So far this is the best sleeping supplement I ever tried, the ingredients are great, the dosage and size for reasonable ","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8519}",0.8519,pos
2,2,133367,2024-06-24,little help falling asleep,"i bought it for help falling asleep, it helps a little, the ingredients are good and the quality is good ","{'neg': 0.062, 'neu': 0.506, 'pos': 0.432, 'compound': 0.8591}",0.8591,pos
3,3,133367,2024-08-14,very good,"very useful quality with natural ingredients and proportional size contains folic acid increases energy with niacin effect sealed packaging provides natural properties improves the nervous system good for body metabolism with unflavored taste. That's my review, hopefully it will provide good benefits for your body. that's all, hopefully the selection of products will have a good effect on health","{'neg': 0.027, 'neu': 0.591, 'pos': 0.382, 'compound': 0.9769}",0.9769,pos
4,4,133367,2024-05-16,Sleep Support,"I purchased this drug to improve sleep. It contains magnesium and valerian, which help relax the nervous system. I take it before bed. I’m pleased with the quality.","{'neg': 0.061, 'neu': 0.609, 'pos': 0.33, 'compound': 0.8519}",0.8519,pos
5,5,133367,2024-09-08,,This combination of relaxing ingredients and melatonin will help you fall asleep naturally if you take it 30 to 60 minutes before you want to sleep.,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.7351}",0.7351,pos
6,6,133367,2024-02-19,Good,"The size is good and the quantity is very reasonable. A company that provides quality products. I ordered again because of the effectiveness of the supplement for me. It is light on the stomach and does not cause a headache after waking up, as in most sleep supplements. ","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4404}",0.4404,pos
7,7,133367,2024-02-06,,"I have tried most of the sleep aids, and this product caught my attention so I should try it, and after completing the experience, I updated the review","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
8,8,133367,2024-08-16,,"A good product that relaxes before sleep, convenient packaging helps with good sleep","{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.872}",0.872,pos
9,9,133367,2024-06-05,,"
Wake up feeling energized rather than drowsy or dazed! This sleep formula works quickly yet is gentle on the body, making it the perfect solution to help you fall asleep and stay asleep as needed.","{'neg': 0.037, 'neu': 0.604, 'pos': 0.36, 'compound': 0.9324}",0.9324,pos
