,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,111965,2024-09-23,Perfect Hydration in a Convenient Travel Size!,"I received this hydration body lotion as a trial product, and I really liked it! It worked wonderfully on my skin, leaving my body feeling perfectly moisturized. The travel size was a great bonus—easy to take with you wherever you go. The scent was pleasant, and the consistency/texture of the lotion was just right, with nothing to complain about. I have sensitive skin, and I had no reactions, which is a huge plus for me. Overall, a great product for anyone looking for effective hydration in a convenient size!","{'neg': 0.021, 'neu': 0.667, 'pos': 0.312, 'compound': 0.9835}",0.9835,pos
1,1,111965,2024-07-05,This body lotion is great! ,This hydrating lotion keeps your skin looking glowy and hydrated for sometime. The scent is not strong. The ingredients are natural which doesn’t worry me about dealing with an allergic reaction or breakouts. The packing is nic and convenient to use. The quality of the product is great and really helps soothe any irritated dry skin. ,"{'neg': 0.152, 'neu': 0.675, 'pos': 0.173, 'compound': 0.3547}",0.3547,pos
2,2,111965,2023-11-15,Lovely lotion,"Good smell, not too strong, and soaks into the sink nicely. Ended up giving the bottle to my grandmother who enjoyed it so much! It didn’t bother her sensitive skin and no residue like some other lotions. We both like that it moisturized enough to lasted quite some time. ","{'neg': 0.114, 'neu': 0.624, 'pos': 0.262, 'compound': 0.8587}",0.8587,pos
3,3,111965,2024-06-27,Nice mild scent,Not oily. Seems to be easily absorbed to the skin. Love the soothing smell of lemongrass and lavender. I find that they go well together. The lemongrass scent seems a lot stronger than the lavender scent. Pretty packaging. No nasties. Very moisturizing.  Suitable for sensitive skin. Good size. Neither too small nor too big. A little goes a long way. ,"{'neg': 0.074, 'neu': 0.653, 'pos': 0.274, 'compound': 0.9246}",0.9246,pos
4,4,111965,2024-09-09,Great ingredient / Amazing Smell,"It is a bargain for the size.  I use it on my hands and a little goes a long way. It isn't as thick as I like, but it doesn't claim to be, so there is that. I would say it is a good quality lotion and the scent is amazing without all the yucky stuff.  ","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.9349}",0.9349,pos
5,5,111965,2024-08-28,Love this!,"Love the scent of this! I use this every now and then, especially during winter season where skin becomes really dry, it helps a lot to stay moisturized. Suitable for sensitive skin. Product is a good size and definitely able to use for a long time. I really love the scent and just leave you feeling good!","{'neg': 0.018, 'neu': 0.653, 'pos': 0.329, 'compound': 0.968}",0.968,pos
6,6,111965,2024-08-27,Amazing body lotion ,"I only buy non-toxic personal care products these days and this lotion doesn’t disappoint. It’s natural, non-toxic, and has nourishing ingredients. This lotion smells calming and it makes my skin so smooth and soft. I use this on my hands and entire body and it has zero greasy or sticky feeling yet moisturizes so well. The scent is so good! ","{'neg': 0.038, 'neu': 0.725, 'pos': 0.237, 'compound': 0.9182}",0.9182,pos
7,7,111965,2024-08-27,refreshing ,"The lotion has a light, refreshing scent that combines the calming properties of lavender with the invigorating aroma of lemongrass. It’s perfect for daily use and leaves my skin feeling soft, smooth, and hydrated. The formula is enriched with Aloe Vera, Vitamin E, and natural oils, which provide excellent moisture without feeling greasy.

One of the standout features is that it is pH balanced and cruelty-free, which aligns with my values. Additionally, it is formulated without sulfates, parabens, or phthalates, making it a safe and gentle option for my skin.","{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9786}",0.9786,pos
8,8,111965,2024-08-03,So Good,This cream is so hydrating! My skin was so dry and this cream saved it! I'm using it at night after I wash my face. Don't put it right before you go to sleep. The scent is great also the packaging. Its not for oily skin for sure and it's a little pricey.,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.8684}",0.8684,pos
9,9,111965,2024-07-16,Yes,Nice scent it makes every thing smells good it takes good care of your body high quality a very good size in a very special package the benefits are much it feel a very good routine product and the best for personal care I’ll buy again for good frequency ,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.9855}",0.9855,pos
