,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,132556,2024-08-19,My Favorite ,"I really like these elderberry melatonin gummy supplement.  They have L-Theanine, zinc, passion flower, and pectin--not gelatin.  They are long lasting and taste good.   ","{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.8268}",0.8268,pos
1,1,132556,2024-06-28,Outstanding Standard,"Thank you for your outstanding supplements! The quality is top-notch, with carefully selected ingredients that deliver exceptional benefits Your products have truly made a positive difference in my health and well-being. Secure packaging also ☺️","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9571}",0.9571,pos
2,2,132556,2024-09-01,Great ,Helped me sleep deep. Quality ingredients and superfood benefits. Great. ,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.7717}",0.7717,pos
3,3,132556,2024-08-25,sleep + immune,Good combination ingredients of melatonin with elderberry to help support sleep and immune same time. ,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8591}",0.8591,pos
4,4,132556,2024-08-04,Love it,"Great product, simple ingredients. Helps me fall asleep quick and sleep through the night. ","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.7717}",0.7717,pos
5,5,132556,2024-07-30,Happy with product,Great taste and combination of ingredients to benefit restful sleep and the immune system. ,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.8957}",0.8957,pos
6,6,132556,2024-05-27,,"Quality is good and helps me relax before bed, ingredients are healthy and has superfood.","{'neg': 0.0, 'neu': 0.498, 'pos': 0.502, 'compound': 0.8779}",0.8779,pos
7,7,132556,2024-10-10,It would be a problem if we didn't have it,"I can't sleep if my pillow is changed, so I used to get insufficient sleep while traveling, but since I started using melatonin, I don't have that problem anymore. I use it every day, and it's helpful because it doesn't make me feel sluggish the next day like sleeping pills do. I feel that it's more effective when it contains relaxing ingredients such as theanine. I'm in trouble if I don't have it, so I stock up on it.","{'neg': 0.079, 'neu': 0.712, 'pos': 0.208, 'compound': 0.9123}",0.9123,pos
8,8,132556,2024-05-19,I think it's working,"Rather than being sticky, it has a light texture with a low moisture content. The taste is a little peculiar, but it doesn't bother me. I think 30 minutes have passed since I ate this, brushed my teeth, and finished getting ready for bed, so I can fall asleep smoothly. I feel like I wake up less often during the night. I've already bought it three times, and I wish it had a higher moisture content, but I'm generally satisfied.","{'neg': 0.019, 'neu': 0.768, 'pos': 0.213, 'compound': 0.9424}",0.9424,pos
9,9,132556,2024-08-10,Rubber for better sleep,No smell Quality use Size Age Packaging Benefits Texture Gentle Sensitive Frequency absorbed Quality Ingredient Superfood Antioxidant blend Nutrition Health Sleep improvement Taste OK Nothing more than that,"{'neg': 0.06, 'neu': 0.628, 'pos': 0.312, 'compound': 0.8494}",0.8494,pos
10,10,132556,2024-01-17,It tastes very good and makes me feel better,"This is my second time to repurchase. I swallowed many pills and wanted to try the gummies. The taste is very good. Even if it has no effect, I feel better after eating one sweet pill.","{'neg': 0.053, 'neu': 0.727, 'pos': 0.22, 'compound': 0.7841}",0.7841,pos
11,11,132556,2024-07-28,,"It's good, but I don't dare to take too much melatonin.","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.2382}",0.2382,pos
12,12,132556,2024-10-09,Effective ,"Good value for money, detailed ingredients, easy to use and effective! I recommend this product. ","{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.92}",0.92,pos
13,13,132556,2024-08-17,good,"Bought for a friend, can enhance the body's immunity","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}",0.4939,pos
14,14,132556,2024-07-24,Works fine,"Big packaging, there is an improvement in sleep when taken, it is good in terms of health, the taste is really good","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.8316}",0.8316,pos
