,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,0,81546,2024-05-13,7-8 hours of sleep achieved,"Finally able to sleep 7-8 hours each night with this, and reduced the dosage to half as I was feeling a little groggy in the mornings. One capsule a night works well for me. Even if I wake up I’m able to fall back asleep without issues with this. What a life changer as I used to only sleep 5 hours or so ","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.3818}",0.3818,pos
1,1,81546,2024-05-02,I love this brand,"These guys have high quality and cheap supplements, as someone who had disturbed sleep for years, these help me go to bed at my desired time, i take two 1 hour before, if i run out, of these pills, my sleep gets messed up after a while, and i end up staying up until the morning, i have a non 24 hour circadian rythm disorder, my sleep naturally shifts each day, and these fix that for me!","{'neg': 0.103, 'neu': 0.836, 'pos': 0.062, 'compound': -0.4926}",-0.4926,neg
2,2,81546,2024-02-02,I love it.,"One of the best supplements for better sleep. I've had several and this is the one I like the most. Best quality! I only take it when my body is really tired but I can't relax at night. 
Dosage: I just take a capsule when necessary and that's enough for me to wake up in a good mood. 
Benefit: It's a restful sleep. 
Natural ingredients that do not harm the stomach. 
The size is ok. It doesn’t taste.","{'neg': 0.055, 'neu': 0.625, 'pos': 0.32, 'compound': 0.9752}",0.9752,pos
3,3,81546,2024-01-16,Sleep Beast,"As mentioned, I'm taking one serving half hour or one hour before bed and I'm sleeping like in blanket made of fluffy clouds. It also works, when you know, you have to go sleep, because you need to wake up earlier, but for whatever reason you can't. Half hour to hour, I feel sleepy. Best thing is, I don't feel drained of ""oversleep"" after waking up. Really this is best sleeping formula I have ever used.","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.9546}",0.9546,pos
4,4,81546,2024-10-08,Fantastic sleep blend,"I've recently started using a few EVLtion products, mainly caffeine and theanine. Had never heard of before but I'm impressed with what used so far so decided to give this sleep blend a try. I'm a chronic insomniac, hate drugs due to side effects so I use extensive sleep stack that tweak now and then. First time using this product although I've used all the ingredients together and in different combinations before. Really happy with this product, don't need to take a custom stack of different capsules, this has everything I need for a good sleep. ","{'neg': 0.049, 'neu': 0.821, 'pos': 0.13, 'compound': 0.8569}",0.8569,pos
5,5,81546,2024-10-05,Second time buying,"Bought this again because it proved effective the first time for lulling me into sleep. 

Sleep quality is important, so I wanted something that would let me sleep longe ras well as fall asleep quicker, and this seems to help with both. 

Size of pill/dosage is fine; one a night and easy to swallow. No taste. ","{'neg': 0.035, 'neu': 0.739, 'pos': 0.226, 'compound': 0.8807}",0.8807,pos
6,6,81546,2024-09-28,Great formula,"Great formula with calming ingredients in adequate doses, for a very good price. The melatonin content is a bit too low for me, so I add an extra melatonin supplement. But that’s very personal - for most people the dosage will be effective. The size of the capsules isn’t small, but they are very easy to swallow and tasteless.","{'neg': 0.024, 'neu': 0.728, 'pos': 0.249, 'compound': 0.9305}",0.9305,pos
7,7,81546,2024-09-25,Good stuff!,"I wish it came in a bottle of 100 but it works well when I mix it with vitamin d, melatonin and valerian. The list of ingredients was just what I was looking for.  I like that the tablet is clear and you can see the fine quality. The size of the tablets is a little bigger but still goes down with a gulp of water.  Will most likely buy again! ","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.9376}",0.9376,pos
8,8,81546,2024-09-22,Great for a relaxing sleep,Have left a longer review as have ordered these before but they definitely make me feel relaxed and help with getting a good sleep. I haven’t lost weight but continue to take them as they are  good price for the ingredients they contain and I get some benefits just so far not the weight loss but the other benefits are still good enough to make me continue to use them and hope that eventually when my medical issues clear up finally weight loss will happen - for now just getting better sleep is enough for me from these ,"{'neg': 0.023, 'neu': 0.619, 'pos': 0.358, 'compound': 0.9922}",0.9922,pos
9,9,81546,2024-09-11,,"EVLution Nutrition's SleepMode has been a helpful addition to my nighttime routine. The blend of natural ingredients, including melatonin, GABA, and valerian root, promotes relaxation and helps me fall asleep faster. I appreciate that it's non-habit forming and doesn't leave me feeling groggy in the morning. While individual results may vary, I've noticed improved sleep quality and wake up feeling more refreshed. It's a good option for those seeking a natural sleep aid.
","{'neg': 0.032, 'neu': 0.662, 'pos': 0.306, 'compound': 0.9704}",0.9704,pos
