,product_id,date_posted,review_title,review_text,scores,compound,sentiment
0,81880,2024-06-19,One of the best!,"This product was recommended by a functional medicine doctor. The ingredients are excellent, and it is one of the best natural products to assist with getting asleep and sleeping soundly. When it's on sale, it is a very good value! Excellent quality as well! The capsules are easy to swallow. I wish these were available in a larger quantity, which might reduce the cost per dose.","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9823}",0.9823,pos
1,81880,2023-10-03,Complex of nutritional supplements for restoring sleep,"Includes valerian, passionflower, melatonin, calcium, magnesium
I fall asleep well after two tablets
Long and deep sleep
It takes time to come to your senses in the morning
Works better together with valerian","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6486}",0.6486,pos
2,81880,2023-07-14,,The ingredients seem as if they should work to promote sleep.  I didn't find the product any better than the separate ingredients that I had been using for sleep production. ,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6705}",0.6705,pos
3,81880,2023-09-09,,This ingredient with melatonin helps my sleep quality and duration.,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",0.3818,pos
4,81880,2023-08-28,,"lemon balm and valerian root, good combination, keeps calm and helps to promote deep sleep ","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.8555}",0.8555,pos
5,81880,2023-04-29,,"great ingredients to fix my sleep problem, since i consume this, my sleep quality is getting better.","{'neg': 0.119, 'neu': 0.573, 'pos': 0.308, 'compound': 0.6486}",0.6486,pos
6,81880,2022-12-14,,"Weak formula for sleep 
Melatonin 10 mg mor strong than this ","{'neg': 0.191, 'neu': 0.592, 'pos': 0.217, 'compound': 0.1027}",0.1027,pos
7,81880,2018-12-19,Sleep Factors,"These are so much better than a lot of herbal sleeping tablets. I take 2 tablets an hour before I go to bed, and another one during the night if I need to. They are great!!","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.8344}",0.8344,pos
8,81880,2019-07-18,Sleep factors,I give these to my son and husband who struggle sleeping. They have been very successful when others haven't. ,"{'neg': 0.103, 'neu': 0.715, 'pos': 0.183, 'compound': 0.4201}",0.4201,pos
9,81880,2024-06-18,Into a deep sleep,"I am currently working and going to school, so it is a little difficult to get enough sleep, so I tried taking this to help me fall asleep faster and improve the quality of my sleep. I am not very good at falling asleep, but if I take this 1-2 hours before going to bed, I can fall asleep naturally as soon as I close my eyes, even if I don't feel particularly sleepy. Because it is a supplement, unlike sleeping pills, the ingredients do not affect me when I wake up, so I can wake up refreshed.","{'neg': 0.053, 'neu': 0.905, 'pos': 0.042, 'compound': -0.0121}",-0.0121,neu
