,product_id,date_posted,review_title,review_text
0,106752,2024-04-23,helps my child fall asleep,"It does the work, help my daughter fall asleep faster.
Without this, she would go to bed late and lay in bed for almost an hour before falling asleep.
Now she takes one gummy bear, lays in the dark and falls asleep within 20 minutes. 
She didn't like the taste at first, as these are very sweet, but after a while it grew on her and now she loves it.
Will buy again."
1,106752,2024-03-20,,"

not first time to order. i am always ordering all my vitamins from iherb 
best quality and best packaging ever 
and the most important very fast delivery 
thank you"
2,106752,2024-01-12,Love the taste,"My son loves the taste of these, he says they’re like peach iced tea. Never complains about taking them and is now getting an extra hour of sleep every night. "
3,106752,2024-01-06,,My 9 year old takes this and is asleep within half an hour. I was paying $50 aud a month for his melatonin and this works just as great
4,106752,2023-12-06,Works great,I wasn’t sure if it would work but it does and completely changed my daughter’s sleep schedule. She’s more well behaved now because she actually gets sleep
5,106752,2023-10-21,The best,"My kids love the flavour of these ,great size and only need to take half before bed to help with their sleep. The cost is good and good quality for money. Happy with Ingredient list too. "
6,106752,2023-01-10,Excellent for adults as well,"They taste great, like melon. They use 1.5mg, which I think is fine. Adults can take two of these. They also use a typical herb blend with passion flower, camomile and lemon balm, which can help with relaxation and sleeping. Moreover, they use sweetener instead of sugar, in case you don't want to brush your teeth after taking them every time, or in case you rely on low-carb food. Great product."
7,106752,2024-03-23,,"My grandson didn’t really like the flavour but he is fussy. He prefers the strawberry flavoured, they seem to help him settle and sleep "
8,106752,2023-02-24,,"great quality product. it really works as intended. Will definitely get more soon! Thank you so much for this. it was made of high qualiy ingredients. Plus the packaging and sizes were perfect. over all good quality. i love the smell and the looks of it. im looking forward to purchasing another one!
"
9,106752,2023-10-02,Great!!!,"Finally, I found something amazing. This is a high-quality product with excellent packaging. It has high benefits and nice impact. The price is suitable and is considered one of the lowest in the market. I got free shipping because I ordered a few items in one shipment and the order was delivered in a short amount of time. I really recommend people to buy this product burst."
10,106752,2023-06-26,,"Works so well for my daughter to get to sleep - she is 6 and normally bed time would take 1-2 hours, now within 20 min she’s out. We then gave her half the amount and then a quarter and still successful! She also lives the taste. Highly recommend if appropriate for your child. We did get a paediatricians opinion too."
11,106752,2024-10-18,Good value of money ,"I am a mother of three children and yes, I sometimes give them melatonin. especially to correct evening disharmonic situations. plus - great when traveling"
12,106752,2024-07-02,Melatonin for kids ,We love these gummies! Having the melatonin plus herbals helps my son more than other melatonin on its own! Highly recommend! 
13,106752,2024-06-07,,Amazing product and kids love the flavour! Has helped my son’s anxiety around sleeping and bed time. 
14,106752,2024-05-10,,"high quality, very nice taste. restful night sleep without being groggy in the morning. recommended."
15,106752,2024-04-25,Прекрасно!,"High quality liked the quality, as well as the packaging, a great impression, as well as the result."
16,106752,2024-04-06,Yum,Good quality ingredients that taste great. Great value for money.
17,106752,2024-02-11,Great taste,My son loves the taste of these. He looks forward to taking this supplement. 
18,106752,2024-02-11,Kids love this,Tastes good works amazing super easy for the kids to take as they think it is just a lolly
19,106752,2023-12-19,best,"best melatonin for kids, works great as dosage, good quality product. "
20,106752,2023-12-12,good melatonin,"the kid loves it
the kid loves it
the kid loves it
"
21,106752,2024-04-29,They work!,Althoough they work my daughter wasnt keen on the taste.  But my autistic granddaughter loves them
22,106752,2023-12-10,Works great,My son loves the taste of theses as other ones he though where yucky 
23,106752,2023-11-27,,"this product is available for good quality, size fantastic benefits is great"
24,106752,2023-11-13,Tastes delicious,These gummies taste just like regular lollies. fruity and yum! they're not as effective as other brands but still do the job
25,106752,2023-08-22,Helps my 4 year old fall asleep,My 4 year old has adhd and finds it hard to calm down at night to fall asleep. These gummies are heaven . He loves the taste and we have now got him in a routine and he doesn’t take long to fall asleep after having the gummy 
26,106752,2023-06-19,Excellent taste for a melatonin ,"Taste great probably best flavour tried, dosage is low but just use two instead, benefits work the same if you use 2. No added sugar in the ingredients which is brilliant. Good quality and they’re small in size. "
27,106752,2023-06-02,Excellent product,"One small simple gummy has changed bedtime for us. The kids love the taste and I love that they get a decent night sleep. It doesn’t just benefit me, the kids are well rested and less cranky because they are getting to sleep at a decent time "
28,106752,2023-04-30,,"So good! Helps my kids fall asleep so much faster, usually they're lying there until late a.m but not after taking this. They smell great too."
29,106752,2023-03-30,,"as in adulth I am very satisfied with the benefit of the product  the dosage is perfect  for me it tastes delicious the size I small. The quality and the ingredients are satisfying 

"
30,106752,2023-03-21,,"Great flavor and even better results from my kids after they’ve taken these. Most vitamins take forever to see any results (if any) but I have found both of my kids fall asleep quicker and stay faster asleep. They are 9 and 13, for reference "
31,106752,2023-02-05,Great for Kids,I give these to my 10 year old and she really enjoys them. They help her to sleep and relax her before bedtime. The taste and texture is great and I like that they are designed specifically for kids. I will repurchase these again. The quality is excellent. 
32,106752,2024-04-01,"Kids not a fan of the flavour, otherwise suitable.","The kids didn't really like the flavour, hit and miss. They prefer the red/cherry/berry flavours. Does the trick though (for me)."
33,106752,2023-06-06,,"Helps kid sleep 8-10 hours longer and wake up refreshed, feeling refreshed and energetic."
34,106752,2023-04-12,,These are great and work within half an hour. My son loves the taste. Will definitely buy again 
35,106752,2023-10-11,Works well!,My daughters favourite flavour and they work well! Highly recommend for those hard to fall asleep kids
36,106752,2023-09-01,,"And
ADHD
Aid
A lot
And
Alot 
And
Ans 
Asleep 
Quality 
Size
Dosage
Benefit 
Taste
"
37,106752,2023-07-11,,"excellent product,good and strong packaging , the quality matches the description, I will still recommend ordering to everyone!!! okay"
38,106752,2023-07-05,Great product,Love the taste and find it doesn’t leave the feeling of being really tired the next day.
39,106752,2023-07-04,Good,"The girl likes the taste very much, falls asleep and sleeps well with it"
40,106752,2023-06-27,,Fantastic product. Perfect for the nights my daughter struggles to 'switch off' and fall asleep
41,106752,2023-06-05,,It helps my children fall asleep faster and have a better nights rest.
42,106752,2023-05-16,,Helping my child (4) get to sleep abd stay asleep. She likes the taste too
43,106752,2023-05-07,,Kids enjoyed the flavour and they seemed to work well in helping the kids calm and be ready for sleep 
44,106752,2023-05-02,,Kids said the taste was great. They want to take it every night
45,106752,2023-04-08,,Our little boy has ADHD and this product settles him at night. A great natural produc.
46,106752,2023-03-28,,"Taste good , good size and price my Lise like it , "
47,106752,2023-03-16,,"My kid loves it 
Great taste 
Good dosage 
Great quality "
48,106752,2023-03-14,,"Works so well on my kids highly recommend!
Kids are asleep about half an hour after having them"
49,106752,2023-03-13,,"Great product! Works amazingly, my son has it 30mins before bedtime and is asleep within 30minutes. "
50,106752,2023-02-27,,Kids like taste. Aid’s calming and readiness for sleep time.
51,106752,2023-01-31,¡Excelente!,Very effective and great taste for kids. I would recommend it and will purchase it again.
52,106752,2022-12-20,,"great flavour high quality, fast acting highly recommend. perfect size and texture for children. dosage is spot on 
"
53,106752,2022-12-18,,Great product and delivered on Great product and delivered on time
54,106752,2023-12-19,good effect,works fine it's just that my son did not like the flavour 
55,106752,2023-04-15,,The test is good the benefits not that good on me I have to eat 2 to work 
56,106752,2023-05-11,,Good size and easy to chew. Seems to work for my son. 
57,106752,2023-04-15,,Tastes okay. Haven't been using it regularly but hope it works when I need it.
58,106752,2023-03-05,,Kids loved the flavour  ans helped alot with their routines  
59,106752,2022-04-21,,"For what us parents need after a long day. Seem to take 30mins for results. Non drowsy, refreshed child in the morning. "
60,106752,2022-03-27,,Works very well in helping my seven-year-old sleep.
61,106752,2022-04-15,,This is a great product and I haven't been able to find it anywhere else. Very happy with this purchase.
62,106752,2023-07-18,,"very chewy, my daughter doesn't like having one because they ain't that great."
63,106752,2022-07-14, Works great for kids, My son has ADHD and he needs 3 but one knocks my daughter out 
64,106752,2024-05-08,very good,"#1 Vitamin Gummies Brand 1.5 mg Per Serving Helps Kids Sleep Sleep Support Non-Addictive No Addictive Drugs Sugar-Free Dietary Supplement Melatonin works naturally with your child's body to support sleep. What's in: Melatonin Passionflower Chamomile Tangerine officinalis What's in: No high fructose corn syrup No artificial dyes (FD&C) No artificial flavors No gluten, dairy or sugar

"
65,106752,2024-09-13,Fall asleep quickly,"Purchased for children and adults. Melatonin becomes ineffective if taken regularly, so I only eat it when I really need it. The taste is tropical fruit and not bad. I like the chewiness, which is a little harder than fruit juice gummies! Even picky children eat it easily. Both children and adults get sleepy and fall into a deep sleep within 30 minutes of eating it. There is no waking up in the middle of the night. When my child ate 1mg melatonin gummies, they would often wake up in the middle of the night, so this is very convenient and good!! Adults can fall asleep easily by eating two, so I will definitely buy this again!
"
66,106752,2024-04-04,"Tastes good, kids like it","I have had many symptoms recently, such as pain, weakness, sensitivity, etc. The body is the foundation of everything. As the mainstay of a family with elderly parents and young children, I have a responsibility and must pay attention to it. The future direction of medical care will shift from biomedicine to functional medicine. Study hard and be a doctor for yourself and your family. Thanks to the IHERB platform, not only is the quality good, but the ingredients are clear. There are many high-content, large-volume, and low-priced products to choose from. Make all practices and implementations easy. I want more people to understand and use it."
67,106752,2024-03-09,Looks like it's easy to eat,"My 9-year-old boy was going to the hospital because of his severe anxiety, but it became difficult for him to go to the hospital, so I bought this as a talisman. At the same time, she bought several melatoning gummies, but she said that this flavor was her favorite. I feel like I'm asleep within an hour.
"
68,106752,2024-01-24,I always order from the company Hairev for my children and for myself the most powerful and confident and naturally very satisfied,"I am very satisfied with the quality of the natural and useful products that I order from Hayrab, I know it is safe, fast delivery, thank you
"
69,106752,2024-01-21,Perfectly!,"The quality is good. The advantage is that it contains not only melatonin, but also calming herbs: passionflower has a very good effect on the nervous system. The dose is not harmful, suitable for children. The taste is excellent, the child likes tasty jellies. After them, the child falls asleep quickly and sleeps peacefully all night. Contributes to the general calming of the nervous system, the child is not so overexcited during the day. But the price is too high."
