,product_id,date_posted,review_title,review_text
0,116630,2024-10-05,,"this is my first time for this brand, with good quality and the taste is not bad, easy to control the dosage, i take it just right before bed, it's work and have a fresh morning"
1,116630,2024-02-05,Sleep great wake up refreshed ,I especially like the dosing and quality of this product I choose my dosage and usually use less. The ingredients are great for those nights that I can’t quiet my mind. I have noticed a great benefit by adding this great product 
2,116630,2024-07-25,Good,Great product- will try again for sure. Thank you very much
3,116630,2024-05-26,Go to for restful sleep,I am so glad I discovered this product. It’s supportive for a good night’s rest.
4,116630,2024-04-04,Didn’t work,"I was taking it for a week, followed instructions, didn’t work for me at all. I gradually increased to 16 pumps, didn’t help me to fall asleep. I don’t have severe insomnia , just needed a little help after busy day, this supplement has either low potency or formula is wrong. I don’t recommend it, it’s pricey and ineffective. "
5,116630,2024-01-04,,Good quality ingredient is benefit sleep and taste is also good 
6,116630,2024-10-04,wish garden,"very relaxing came well packaged, quick shipping no leaks will take some time to use it to come to a better conclusion"
7,116630,2024-07-06,Good product,It has really helped me many nights to get back to sleep. 
8,116630,2024-04-03,Good herbal sleep aid,"This has the primary herbs recommended by a herbalist I've worked with: passionflower, skullcap & hops"
9,116630,2023-08-13,,"Been using this for a few nights, and while I still wake up sometimes, overall I'm less tired during the day (I was napping a lot) so this is a win. Works better than ashwagandha for me. Taste is bad, but it doesn't linger :) "
10,116630,2023-09-14,Good product,I think it works a little... not that super effective but good enough 
11,116630,2024-08-23,Sedative,"consists exclusively of organic ingredients, I dissolve it in a small amount of water and sleep well "
12,116630,2023-10-23,useless,I did not benefit from anything that had no effect at all. I used it for more than two weeks
