,product_id,date_posted,review_title,review_text
0,117577,2023-11-25,Bought for help with sleep but prefer Valerian,Bought for help with sleep but I prefer Valerian. It is  a good quality product and I like that it is the whole plant with no added ingredients and not a processed extract (full spectrum). I read books on herbalism and I understand it is safer to take the whole plant and not a concentrated extract. I take this for menopausal sleep disruption and I find that it helps. It is mildly sedating. However herbalists recommend you don't take this if you also have low mood as it can be mood lowering. I find Swanson to be excellent quality and value. Excellent service from iherb as always - good value and super fast careful delivery. 
1,117577,2024-05-12,"Effective and Reliable, A Great Addition to My Daily Routine! ","I have been using this supplement for a while now and I'm really pleased with the results. The quality of the product is evident from the first use. It integrates seamlessly into my daily routine and I've noticed a positive change in my overall health and well-being. The ingredients are clearly listed and appear to be of high quality, which is very important to me as a conscientious consumer. The packaging is sturdy and practical, ensuring the product remains fresh. I also appreciate that there are detailed usage instructions, which are easy to follow. This supplement has definitely met my expectations and I've had a consistent experience with its effectiveness. Ordering through iHerb was a breeze as usual, with the product arriving on time and in perfect condition. The customer service is commendable, providing peace of mind with their supportive and responsive approach. For anyone considering this product, I recommend giving it a try. It’s a reliable choice that supports a healthy lifestyle. Remember to consult with a healthcare provider to ensure it fits your specific health needs."
2,117577,2024-04-28,It helps!,"I started taking hops when I read up on its benefits. I take it only at night due to some of the other reviews. I can say I feel a lot less anxiety since I started taking it! The smell is horrible, but the benefits far outweigh the nasty smell. "
3,117577,2024-04-05,Eases my Appetite,"I've heard about hops for various issues. I researched, read reviews and Brand Names. I decided to go for Swanson as I have tried many other products from them and have always been pleased with quality and prices. No bad taste or smell/odour, capsules are not too big and the bottle size is excellent as is the dosage. Quality ingredients in my opinion and again I really like Swanson Brand"
4,117577,2024-09-03,It helps with digestion and stress,"I use this product to help me sleep better at night, I've seen an improvement in both sleep and digestion, so I would highly recommend it."
5,117577,2024-09-24,Perfect before bed.,I take 2 Hops capsules one hour before bed. It relaxes me so that I can fall asleep easily. I also take a melatonin at the same time.
6,117577,2024-07-25,Great for sleep,I started taking 1-2 of these before bed a few days ago and have noticed improvement in my sleep quality. Also it’s calming and relaxing benefits are really good. I’ll be buying this again 
7,117577,2024-06-01,Balances my sleep,I work sometimes during the day and sometimes at night and it helps me balance my body. I also found that when I take Asher the sleep is deeper and better
8,117577,2024-02-15,helps to sleep,"This herb helps me to get asleep, so I use it from time to time, when I need to get some more relaxation. But I would not recommend to use it trough the day time, becouse it could make you sleepy )"
9,117577,2024-02-02,Great product,"I take two caps about an hour before bedtime and have a consistent good night's sleep. Smells really bad, but it does the trick! I will continue to purchase Swanson brand Hops into the future."
10,117577,2024-01-14,Feel good,"the ingredients of hop cones have a calming effect, help you relax, since hops are a family of hemp plants, they have a positive effect on mood, the capsules are large in size, you need to drink 2-3 pieces"
11,117577,2023-12-23,,"it is not my first experiance with hops. This one is great for me too. Nice calming and relaxing effect. Im taking it only before bedtime, just one and it works!"
12,117577,2023-11-29,great product ,hops helps me to relax. well packaged. good size capsules. high quantity ingredients. trusted brand. I believe that this supplement is helping me reach my fitness goals. will purchase again.
13,117577,2024-07-31,,"One of the best products I've ever used. Would buy it again no matter the cost. Simply amazing, highly recommended!"
14,117577,2024-01-01,I give this a neutral.,"Are usually like Swanson products because they have a good quality to price ratio. But I took three and didn’t notice anything, but that just could be me."
15,117577,2024-10-04,,very good quality. the ingredient is super. just the correct size. the taste is neutral. I have much benefit of this product. 
16,117577,2024-09-15,Great product ,Helped with gut cleanse. Clean ingredients. Easy to swallow size. Many benefits 
17,117577,2024-09-02,Hops,"It helps me relax and improve my sleeping  😴 quality.   moderate size and 1 tab 1 hour before bed 🛌 is the right dosage for me.  

"
18,117577,2023-12-21,Good,Smells not nice but good overall wish it was one pill instead of tow 
19,117577,2023-12-05,Hops,this supplement helps me sleep I drink strong coffee in the morning and this at bedtime
20,117577,2023-11-23,Great,"It is awesome , try it and be stronger. Still trying it for while"
21,117577,2023-07-14,Works well,"I am a light sleeper and have difficulty getting to sleep. I take 2 an hour before bedtime and after a few days the sleep pattern improved greatly. Excellent brand, high potency, well priced."
22,117577,2024-09-06,Great! ,Good product! I wont continue to use. I began to fall asleep better. 
23,117577,2024-02-18,4/5,"better sleep, better focus, has helped me lose some belly fat, a little bit expensive though
"
24,117577,2023-09-12,Use these for insomnia,Really surprised at the effectiveness of these capsules—helped me sleep through the night. Kind of like Valerian but without the awful taste. Very impressed. I like Swanson products. Confident in their quality
25,117577,2023-10-08,amazing,comes with quality ingredient that gives benefit to my health
26,117577,2023-09-08,chill,"bedtime favourite, drunk without beer, sleeping tight, no sleep difficulty"
27,117577,2023-08-19,,I take this at bedtime and it helps me sleep. No bad feeling the next morning. it’s also good for stress.
28,117577,2023-08-17,Good choice,"Great price and quality, highly recommend! Good packaging. Good smell as well."
29,117577,2024-08-13,Helps sleep and increases body recovery,The ingredient is hops. The quality and quantity are very high. The benefit is that it helps sleep and relaxation. It is very helpful for releasing stress. It has no taste when used!
30,117577,2024-08-04,"Good for sleep, however... ","Good day to everyone! I am sharing my impressions of this drug. I bought it to help with menopause. The drug helps you sleep and reduces hot flashes. It really helps with sleep so that you don’t remember about hot flashes at night)) However, in the morning it makes your head cloudy and makes it hard to wake up. I took one capsule. Thank you for the like 👍 "
31,117577,2023-11-25,,"When I think of pop, the only thing that comes to mind is beer, but I bought this because it was said to have great effects. The capsules are easy to swallow, but it leaves a bitter taste in your mouth. I think it can't be helped because it's a component of beer lol. Due to my age, I have been having trouble sleeping. I was taking GABA and glycine, but when I added pop, I stopped waking up in the middle of the night and fell asleep for the first time in a while. The quality is excellent. I only took one pill at night, but I think I'll try taking it in the morning as well to relieve stress. It's better for dieting than drinking a lot of beer and getting drunk, so I keep coming back."
32,117577,2024-10-13,"Full Spectrum Hops, 310mg, 180 Capsules 1 Star 2 Stars 3 Stars 4 Stars","I use Hops to improve sleep. The package has more capsules, which is very convenient. The size of the capsules is good. The quality of my sleep has improved significantly, the dosage is 1 per day. I recommend the product."
33,117577,2024-04-12,hops,Under evaluation to find out the effectiveness of the product Under evaluation to find out the effectiveness of the product Under evaluation to find out the effectiveness of the product Under evaluation to find out the effectiveness of the product Under evaluation to find out the effectiveness of the product  
34,117577,2024-02-05,It has a unique scent,"I found out that Sleeping Hop is a good product, so I tried it.It has a very unique scent. You won't notice the taste once you drink it. I took one pill in the morning and got a headache and got scared so I stopped, is it really effective? When I took it out of the capsule and mixed it with dietary fiber or yogurt, it was fine. Perhaps due to the hop effect, there are fewer awakenings during the process."
35,117577,2023-11-27,Sedative,I use it as a sedative at night after work. I take two capsules. I combine it with 1 capsule of passionflower. Helps me relax and calm my mind.
36,117577,2024-04-03,Excellent drug,"I liked it, it’s high quality, the capsule size is a little big, but it’s okay to drink, it calms you down, you get a restful sleep at night, the dosage is excellent, it lasts a long time. I will order more."
37,117577,2024-03-01,Good quality!,"It is good for emotional health, improves mood, and is a nutritional supplement for daily diet. The quality is good and the packaging is intact, but the smell is a bit smelly."
38,117577,2023-11-25,Like very much,"The quality is good, the ingredients are natural, the packaging is good, there are many benefits, and my physical condition has improved. It has a bit of flavor in the bottle, but nothing when you eat it. I think it's worth the money and it's worth buying."
39,117577,2023-11-13,hops - peace and sound sleep!,"Hops - improves the quality of sleep, has a positive effect on the health of the nervous system, and solves the problem of stress. This supplement comes in a convenient large package."
40,117577,2024-01-10,"excellent, we will buy more","Helps me fall asleep, neutral in taste, I can’t drink it during the day, it makes me too sleepy. Improved sleep quality."
